katz_centrality,vertex
0.00462205,CP01-1287
0.004622053,LCP81-0015
0.00462205,CP04-1546
0.004622053,CP01-2451
0.004622053,CPCL02-2066
0.0046220473,CP18-1077
0.0046220473,CP97-1287
0.004622053,CP17-1807
0.00462205,CP19-1582
0.004622053,HoCP93-0763
0.00462205,CPCL01-6315
0.00462205,CP16-1923
0.004622053,CP03-1252
0.004622053,CP00-1294
0.0046220473,CP94-1873
0.0046220473,CP94-1647
0.004622053,CP17-1331
0.0046220473,CP95-1904
0.004622053,CP60-0016
0.004622053,CP17-4548
0.004622053,CP99-2106
0.00462205,CP16-2074
0.004622053,CP19-1227
0.004622053,CP04-1087
0.00462205,CP11-1482
0.004622053,CP13-1198
0.00462205,CP10-1881
0.00462205,CP17-4437
0.0046220473,CP15-4430
0.00462205,US66-0065-0011
0.004622053,CP03-2073
0.0046220473,CP97-1546
0.004622053,CP99-1684
0.0046220473,CP09-1356
0.0046220473,CP93-1459
0.00462205,CP06-2508
0.00462205,CP04-1562
0.0046220473,CP09-2297
0.00462205,CP09-1799
0.00462205,CP17-1769
0.004622053,CP19-2137
0.00462205,CP09-1178
0.00462205,CP97-1906
0.0046220473,CP98-1257
0.004622053,CP11-1386
0.00462205,CPCL06-3425
0.00462205,CP10-1216
0.004622053,CP12-1745
0.004622053,CP16-1144
0.004622053,CP19-4329
0.004622053,CP01-1657
0.0046220473,CP19-4880
0.004622053,CP91-1535
0.00462205,CP07-1903
0.004622053,LCP85-0339
0.004622053,CP18-1787
0.004622053,CP17-4246
0.0046220515,CP17-4507
0.004622053,CP15-1960
0.004622053,CP04-1882
0.004622053,CP92-1387
0.0046220473,CP13-1138
0.004622053,CP02-2556
0.004622053,CP02-1009
0.00462205,CP99-1001
0.00462205,CP19-2378
0.004622053,CP03-2039
0.004622053,CP15-2490
0.004622053,Ho14-9255
0.00462205,CPCL05-1135
0.004622053,CP97-2162
0.004622053,CP00-1511
0.0046220473,CP94-1871
0.0046220473,CP95-1319
0.00462205,CP19-2346
0.004622053,CP03-1903
0.004622053,Ho12-9047
0.00462205,CP14-4455
0.00462205,CP99-1777
0.00462205,CP92-1704
0.00462205,CP18-1423
0.00462205,CP95-2016
0.004622053,LCP83-0160
0.00462205,CP14-4303
0.00462205,CP92-1669
0.00462205,CP14-2239
0.004622053,CP85-0808
0.00462205,Ho86-0013
0.00462205,CP14-4368
0.00462205,CP10-1093
0.00462205,CP09-1813
0.00462205,CP13-1480
0.0046220473,CP09-1683
0.00462205,CP06-2776
0.00462205,CP09-1313
0.004622053,CP00-1819
0.0046220473,CP10-2340
0.00462205,CP18-4147
0.004622053,HoCP17-0706
0.0046220473,CP01-1027
0.004622053,CP00-1061
0.004622053,LCP83-0149
0.004622053,Ho19-9325
0.004622053,CP04-2160
0.00462205,CP16-1078
0.00462205,CP17-4313
0.00462205,CP19-1727
0.004622053,CP02-2287
0.004622053,CP16-2271
0.004622053,CP02-1953
0.004622053,CP97-1969
0.00462205,CP18-1321
0.00462205,CP97-1753
0.004622053,CP14-1460
0.004622053,CP19-1448
0.0046220473,CP03-1554
0.004622053,CP06-2607
0.004622053,CP16-4411
0.00462205,CP19-2117
0.0046220473,CP15-1042
0.004622053,CP13-1406
0.0046220473,CP98-1948
0.00462205,CP11-1235
0.0046220473,CP12-2084
0.004622053,CP02-2286
0.004622053,L72-0050
0.00462205,CP09-1711
0.00462205,CP07-1956
0.004622053,Ho91-0016
0.00462205,Ho94-0082
0.0046220473,CP15-4778
0.00462205,CP98-1217
0.004622053,HoCP99-0854
0.0046220473,CP11-1187
0.00462205,CP19-2094
0.0046220473,CP13-1436
0.004622053,CP90-1319
0.00462205,CP10-1660
0.00462205,CP99-1396
0.00462205,CP11-2182
0.0046220473,CP94-1707
0.0046220473,CPCL02-0618
0.00462205,CPCL02-0497
0.004622053,CP71-0325
0.00462205,CPCL02-1400
0.00462205,CP09-1730
0.00462205,CP17-2045
0.004622053,CP94-1005
0.0046220473,CP96-1314
0.004622053,CP16-1903
0.004622053,CP04-1769
0.004622053,CP06-2545
0.00462205,CPCL06-3433
0.0046220473,CP11-1173
0.004622053,CP12-2434
0.00462205,CP15-4188
0.00462205,CP07-2451
0.0046220473,CP99-1824
0.004622053,CP01-2678
0.00462205,CP93-1167
0.0046220473,CPCL05-1287
0.004622053,CP14-1913
0.00462205,CP98-1720
0.00462205,CP14-4215
0.00462205,CP93-1536
0.004622053,L84-0243
0.00462205,CP11-2109
0.00462205,CP15-4476
0.004622053,CP09-1412
0.004622053,CP89-0818
0.004622053,CP16-4024
0.00462205,Ho00-0010
0.004622053,CP02-1776
0.004622053,Ho86-0010
0.0046220473,CP19-2314
0.004622053,CP17-4273
0.00462205,CPCL13-4052
0.004622053,CP04-1270
0.004622053,Ho13-9111
0.00462205,CP11-2459
0.004622053,CP01-2207
0.0046220473,CP97-1854
0.00462205,LCP85-0355
0.0046220473,CP93-1740
0.0046220473,CP10-1909
0.004622053,Ho01-0015
0.004622053,CP15-2469
0.0046220473,CP16-1577
0.004622053,Ho08-9052
0.004622053,CP14-1994
0.004622053,CP06-2343
0.00462205,CP12-1251
0.004622053,CP02-1712
0.004622053,Ho08-9060
0.004622053,CP46-0126
0.00462205,CP13-1546
0.00462205,CP13-2308
0.004622053,CP15-1879
0.0046220473,CP16-4249
0.004622053,CP73-0334
0.00462205,CP19-2290
0.004622053,CP14-1149
0.004622053,CP17-1812
0.004622053,CP14-2014
0.0046220473,CP94-1287
0.004622053,CP00-1256
0.004622053,CP02-1702
0.004622053,CP04-1772
0.004622053,CP14-1515
0.004622053,CP14-1037
0.004622053,CP17-1170
0.0046220515,CP14-4391
0.00462205,CP11-2280
0.00462205,CP10-2431
0.004622053,Ho20-9029
0.00462205,CP10-2121
0.0046220473,CP98-2027
0.00462205,L20-0072
0.004622053,CP07-2665
0.004622053,CP16-2098
0.004622053,Ho13-9150
0.00462205,CP11-2219
0.0046220473,CP12-1813
0.00462205,Ho86-0016
0.00462205,CP10-1345
0.004622053,CP16-1598
0.004622053,CP98-1550
0.004622053,L18-0457
0.004622053,L84-0230
0.004622053,Ho94-0004
0.004622053,CP81-0340
0.004622053,CP18-4440
0.00462205,CP93-1602
0.004622053,HoCP13-0772
0.0046220473,CP94-2004
0.00462205,CP00-1810
0.004622053,HoCP00-0938
0.0046220473,CPCL02-1942
0.00462205,CPCL02-2331
0.00462205,CP17-4560
0.0046220487,CP06-2292
0.004622053,CP95-1524
0.004622053,CP17-2074
0.0046220487,CP11-1069
0.004622053,L93-0360
0.00462205,Ho06-9004
0.00462205,CP00-1916
0.00462205,L03-0391
0.004622053,CP03-1497
0.00462205,CP00-1109
0.004622053,HoCP93-0764
0.004622053,CP92-1443
0.00462205,CP19-4079
0.00462205,CP97-1426
0.004622053,CP11-2028
0.004622053,CP17-2443
0.004622053,CP17-1946
0.00462205,CP18-1314
0.00462205,CP01-2425
0.0046220473,CP12-1017
0.00462205,CP17-2163
0.00462205,CP06-3075
0.0046220515,CP02-1938
0.004622053,CP01-1671
0.00462205,CP12-1214
0.00462205,CP17-1507
0.004622053,CP10-1619
0.004622053,Ho16-0619
0.00462205,CP01-1179
0.0046220515,CP18-4645
0.004622053,L95-0467
0.004622053,CP18-2119
0.004622053,L96-0046
0.00462205,CP94-1758
0.004622053,CP98-1632
0.004622053,Ho17-9106
0.004622053,L15-0311
0.0046220473,CP98-1205
0.00462205,CP11-1431
0.004622053,CP04-1787
0.00462205,CP96-1147
0.00462205,CP92-1352
0.0046220473,CP99-1848
0.0046220473,CP12-1296
0.00462205,CP17-2087
0.00462205,CP97-1868
0.00462205,CP12-1708
0.004622053,CP01-1568
0.0046220473,CP11-2213
0.004622053,CP61-0023
0.004622053,CP96-1235
0.0046220473,CP94-1597
0.00462205,CP92-1353
0.004622053,Ho14-0812
0.004622053,L96-0015
0.00462205,CP10-1975
0.0046220473,CP93-1368
0.004622053,CP17-1746
0.004622053,CP18-1190
0.00462205,CP13-2244
0.00462205,CP95-1763
0.004622053,CP95-1307
0.004622053,CP18-1767
0.004622053,CP61-0100
0.004622053,CP17-1236
0.00462205,CP07-1630
0.004622053,CP96-1161
0.004622053,L06-0026
0.004622053,CP19-1353
0.00462205,CP14-1977
0.004622053,L96-0017
0.00462205,CP12-1653
0.0046220473,CP11-1599
0.00462205,CPCL06-3165
0.004622053,L96-0029
0.004622053,CP15-1007
0.0046220473,CP92-1022
0.00462205,CP12-2035
0.00462205,CP15-4513
0.00462205,CP09-2103
0.004622053,CP18-1445
0.004622053,CP90-0913
0.00462205,CPCL06-3435
0.004622053,CP11-1487
0.004622053,CP19-2084
0.004622053,CP15-1670
0.004622053,HoCP05-0926
0.004622053,Ho08-9027
0.00462205,CP10-2496
0.004622053,CP11-2487
0.004622053,CP14-1273
0.00462205,CP94-1169
0.00462205,CP06-2225
0.004622053,L03-0377
0.00462205,CP06-2410
0.00462205,CP02-1447
0.004622053,CP01-2293
0.004622053,CP97-1508
0.00462205,HoCP99-0835
0.004622053,CP18-4434
0.0046220473,CP93-1506
0.00462205,CP02-1886
0.0046220515,CP02-1312
0.004622053,Ho72-0114
0.004622053,CP15-1961
0.0046220473,CP99-1421
0.0046220473,CP12-2320
0.004622053,Ho06-0562
0.0046220473,CP92-1035
0.004622053,CP01-2404
0.00462205,CP97-2003
0.00462205,CP13-1353
0.00462205,CP07-1587
0.004622053,CP96-1326
0.0046220473,CP92-1051
0.00462205,CP12-2403
0.004622053,CP99-2050
0.004622053,CP00-1904
0.004622053,L15-0326
0.00462205,CP10-1566
0.00462205,CP17-2176
0.00462205,CP14-1644
0.004622053,L04-0406
0.004622053,HoCP22-734
0.004622053,L94-0420
0.004622053,CP03-1624
0.0046220515,CP19-4416
0.004622053,CP91-1538
0.00462205,CP98-1059
0.0046220473,CP19-2201
0.004622053,CP92-1584
0.004622053,CP16-1219
0.004622053,CP02-1819
0.00462205,CP13-1617
0.0046220473,CP02-2264
0.00462205,CP92-1273
0.0046220473,CP16-1616
0.0046220473,CP99-1223
0.00462205,CP91-1672
0.00462205,CPCL02-2979
0.004622053,CP14-1928
0.00462205,CP92-1864
0.00462205,CP03-2227
0.004622053,CP97-2038
0.004622053,TA8
0.004622053,CP98-1095
0.004622053,CP06-2090
0.004622053,CP13-1698
0.00462205,CPCL06-3305
0.004622053,CP16-2326
0.00462205,CP17-1299
0.004622053,Ho82-0038
0.00462205,CP01-1788
0.00462205,CP92-1163
0.00462205,CP09-1569
0.0046220473,Ho05-9050
0.00462205,CP15-2186
0.004622053,CP04-1500
0.0046220473,CP97-1065
0.00462205,CP03-1227
0.00462205,HB99-0055
0.004622053,CP15-1128
0.00462205,CP17-1546
0.00462205,CP19-4131
0.00462205,CP18-1978
0.0046220473,CPCL14-4126
0.00462205,Ho10-9251
0.00462205,CP04-2069
0.00462205,CP92-1473
0.00462205,CP09-1537
0.00462205,CP92-1360
0.004622053,LCP82-0094
0.0046220473,CP94-1335
0.004622053,CP17-2463
0.00462205,CP94-1624
0.00462205,CP17-1529
0.004622053,CP80-0318
0.00462205,CP13-1285
0.0046220473,CP94-1690
0.00462205,CP13-4086
0.004622053,CP19-2061
0.00462205,CP13-2004
0.004622053,L90-0191
0.00462205,CP13-2364
0.0046220473,CP09-1492
0.00462205,CP01-2148
0.004622053,CP04-1727
0.00462205,CP15-2351
0.004622053,CP97-2059
0.004622053,Ho16-0661
0.004622053,CP10-2141
0.004622053,CP18-1584
0.00462205,LHo90-0198
0.004622053,HoCP03-0720
0.004622053,CP06-3048
0.004622053,Ho18-9245
0.00462205,CP18-1033
0.004622053,LCP85-0303
0.00462205,CP09-1881
0.0046220487,CP06-2302
0.00462205,CP10-1648
0.004622053,CP15-1930
0.00462205,CP18-1645
0.004622053,CP04-1203
0.004622053,CP04-1096
0.004622053,CP19-4588
0.00462205,CP13-2451
0.004622053,CP06-2369
0.004622053,CP03-1697
0.004622053,CP17-2240
0.004622053,HoCP19-0923
0.00462205,CP17-1770
0.0046220473,CP04-1875
0.004622053,CP19-2307
0.004622053,CP01-2414
0.004622053,CP97-2159
0.0046220473,CP95-1279
0.004622053,Ho19-9341
0.004622053,CP18-4247
0.00462205,CP16-1360
0.004622053,CP15-2299
0.004622053,CP02-1097
0.0046220473,CP19-2203
0.00462205,CP13-2166
0.004622053,CP15-4130
0.004622053,CP04-1807
0.00462205,Ho98-0783
0.004622053,CP17-2332
0.004622053,CP03-1632
0.004622053,LCP87-0024
0.00462205,CP95-1797
0.004622053,L70-0098
0.00462205,CP18-4618
0.004622053,CP17-1892
0.004622053,CP17-2239
0.0046220473,CP15-4809
0.0046220473,CP09-1858
0.004622053,CP04-1616
0.00462205,CP11-1776
0.004622053,CP09-1012
0.0046220473,CP94-1371
0.00462205,CP11-2498
0.00462205,CP92-1486
0.00462205,CP13-1797
0.004622053,CP02-1692
0.00462205,CP09-1342
0.0046220515,CP09-1609
0.00462205,CP18-4581
0.0046220473,CP16-1916
0.00462205,CP01-2217
0.00462205,CP92-1294
0.004622053,CP50-0037
0.00462205,CP95-1637
0.004622053,Ho03-0057
0.00462205,CP97-1146
0.004622053,CP03-1763
0.00462205,CPCL06-3223
0.004622053,CP03-1921
0.0046220473,CP99-1240
0.00462205,Ho20-9058
0.004622053,CP04-1222
0.004622053,CP03-1342
0.00462205,CP10-1951
0.00462205,CP17-4415
0.0046220473,CP93-1201
0.004622053,CP13-1652
0.00462205,CP06-2673
0.004622053,CP16-2420
0.0046220473,CP92-1884
0.004622053,CP02-2557
0.00462205,CP99-1196
0.00462205,CP15-1966
0.004622053,L97-0133
0.00462205,CP97-1396
0.0046220473,CP13-1889
0.004622053,Ho15-9324
0.004622053,Ho08-9048
0.00462205,CP10-2021
0.00462205,CP12-1177
0.004622053,CP19-1082
0.00462205,CP18-2421
0.004622053,CP04-1935
0.00462205,CP14-2354
0.00462205,CPCL06-3227
0.004622053,CP06-2221
0.00462205,CP12-1125
0.00462205,CP13-1156
0.004622053,CP19-1682
0.004622053,CP19-1037
0.004622053,CP15-4296
0.00462205,CP17-4326
0.004622053,CP17-2185
0.004622053,Ho13-9114
0.004622053,Ho94-0853
0.00462205,CP17-1146
0.004622053,CP19-1548
0.00462205,CP10-2201
0.0046220473,CP13-2442
0.004622053,CP17-4853
0.004622053,Ho15-9342
0.00462205,CP93-1578
0.0046220473,CP95-1733
0.00462205,CP17-2177
0.00462205,CP09-1997
0.004622053,CP02-1228
0.004622053,CP14-2012
0.00462205,CP93-1278
0.00462205,CP12-1183
0.004622053,CP02-1095
0.00462205,CP97-1398
0.0046220473,CP07-1419
0.004622053,CP19-1144
0.00462205,CP09-2068
0.00462205,CP02-1441
0.00462205,CP13-1374
0.004622053,CP18-1115
0.00462205,CP17-2168
0.00462205,CP03-2437
0.0046220487,CP09-2264
0.00462205,CP00-1167
0.004622053,CP18-1247
0.00462205,CP11-1306
0.004622053,CP92-1560
0.0046220473,CPCL02-7610
0.00462205,CP15-2158
0.00462205,CP11-1627
0.0046220473,CP19-1175
0.004622053,CP01-1890
0.00462205,CP16-1412
0.00462205,CP10-2018
0.004622053,Ho15-9358
0.00462205,CP01-2082
0.004622053,CP19-2453
0.004622053,CP15-1832
0.004622053,CP03-1405
0.004622053,CP15-2180
0.00462205,CP03-1306
0.0046220473,CP93-1455
0.0046220473,CP93-1240
0.004622053,CP02-1547
0.0046220473,CP98-2033
0.004622053,CP17-4734
0.004622053,HoCP95-0913
0.00462205,CP99-1737
0.0046220515,CP14-1396
0.00462205,CP10-2293
0.004622053,L07-0067
0.004622053,CP00-1820
0.00462205,CP98-1696
0.00462205,CP14-4266
0.004622053,L68-0018
0.0046220473,CP13-1062
0.0046220473,CP10-1785
0.00462205,Ho10-0919
0.00462205,CP10-1072
0.00462205,CP99-1553
0.00462205,CP92-1830
0.004622053,CP15-2182
0.00462205,CP12-1759
0.00462205,CP15-4070
0.00462205,CP15-1324
0.004622053,CP02-2585
0.00462205,CP10-1761
0.0046220473,CP18-4033
0.00462205,CP02-1975
0.004622053,HoCP94-0828
0.004622053,Co740
0.004622053,HoCP99-0842
0.004622053,CP06-2071
0.004622053,HoCP95-0940
0.00462205,CP19-2266
0.0046220473,CP99-1818
0.004622053,CP14-1768
0.004622053,CP16-1438
0.004622053,CP14-1602
0.004622053,CP17-2016
0.004622053,CP97-2170
0.00462205,CP09-1229
0.004622053,CP01-2249
0.00462205,CP07-1393
0.004622053,CP15-1993
0.00462205,CP99-1555
0.004622053,L02-0350
0.0046220473,CP92-1127
0.0046220473,CP92-1017
0.004622053,CP88-0702
0.004622053,L88-0063
0.004622053,CP02-1087
0.004622053,CP02-1099
0.004622053,CP14-1991
0.004622053,CP17-2259
0.004622053,L80-0017
0.0046220473,CP94-1430
0.004622053,CP91-1495
0.00462205,Ho09-0826
0.004622053,CP15-1709
0.0046220473,CP14-2080
0.004622053,LCP85-0373
0.004622053,CP96-1192
0.004622053,CP14-1302
0.0046220473,CP10-1452
0.004622053,CP15-4048
0.00462205,CL57-0039
0.004622053,CP14-2008
0.004622053,CP17-1135
0.00462205,CP10-1063
0.004622053,CP76-0351
0.0046220473,CP92-1796
0.00462205,CP97-1806
0.004622053,CP16-1328
0.0046220473,CP19-1167
0.004622053,CP17-4584
0.00462205,CP03-1231
0.004622053,CP04-1056
0.00462205,CPCL02-1304
0.004622053,CP06-2663
0.00462205,CP07-1925
0.0046220473,CP11-1521
0.004622053,CP14-1964
0.004622053,HoCP97-0649
0.004622053,CP98-1629
0.0046220473,CP92-1617
0.0046220487,CP10-1926
0.0046220473,CP07-2024
0.004622053,CP12-2147
0.0046220473,CP18-4067
0.00462205,CP91-1628
0.00462205,HoCP98-0778
0.00462205,CP95-1750
0.004622053,HoCP98-0705
0.004622053,CP16-4346
0.00462205,CP98-1798
0.00462205,CP16-1070
0.00462205,CP94-1483
0.004622053,CP14-1160
0.004622053,CP15-4685
0.00462205,CP91-1243
0.004622053,CP07-1753
0.00462205,CP10-1645
0.004622053,CP15-2322
0.004622053,CP09-2110
0.004622053,CP16-1556
0.004622053,L03-0367
0.0046220473,CP14-2141
0.004622053,CP17-2181
0.004622053,CP14-4589
0.00462205,CP14-1170
0.004622053,CP15-1281
0.004622053,Ho04-9101
0.00462205,CP94-1298
0.00462205,CP01-2512
0.0046220473,CP94-1915
0.004622053,CP17-1636
0.004622053,HoCP08-0702
0.00462205,CP09-2240
0.004622053,CP04-1934
0.004622053,L99-0234
0.00462205,CP13-2350
0.00462205,CPCL06-3415
0.004622053,L74-0023
0.00462205,CP15-4537
0.00462205,CP98-1737
0.004622053,CP97-2131
0.004622053,L96-0044
0.004622053,CP88-0708
0.00462205,CP17-4130
0.0046220473,CP97-1837
0.00462205,CP97-1705
0.004622053,CP17-1398
0.00462205,CP91-1670
0.00462205,CP14-1182
0.00462205,CP98-1050
0.004622053,CP04-2163
0.00462205,CP00-1632
0.00462205,CP97-1866
0.00462205,CP96-1384
0.00462205,CP01-1428
0.00462205,CP01-2607
0.0046220473,CP14-2545
0.004622053,HoCP04-0823
0.00462205,CP11-1899
0.00462205,CP97-1245
0.004622053,CP11-2421
0.004622053,CP02-1226
0.004622053,CP14-1283
0.004622053,CP16-1145
0.0046220473,CP12-1144
0.00462205,CP93-1486
0.00462205,CP12-1887
0.00462205,CP05-1473
0.0046220515,AFRI15-0008
0.004622053,CP17-1138
0.0046220473,CP95-1815
0.00462205,CPCL05-1015
0.004622053,Ho96-0007
0.0046220473,CP12-2321
0.0046220473,CP94-1057
0.004622053,L84-0290
0.004622053,CP00-1965
0.00462205,CP02-1487
0.00462205,CP07-2249
0.004622053,CP92-1660
0.004622053,CP13-1647
0.00462205,CP01-1679
0.004622053,CP14-1459
0.004622053,CP03-2206
0.00462205,CP92-1751
0.004622053,L95-0491
0.00462205,CP98-1700
0.004622053,CP16-1859
0.0046220487,CP09-1388
0.004622053,CP00-1572
0.0046220473,CP99-1563
0.00462205,CP01-1390
0.0046220473,CP92-1068
0.00462205,CP10-2401
0.00462205,CP02-1484
0.0046220473,CP01-1951
0.00462205,CP17-4576
0.004622053,Ho16-0612
0.004622053,CP15-1519
0.00462205,CP11-2246
0.004622053,CP90-1425
0.0046220473,CPCL14-4065
0.004622053,HoCP18-0866
0.004622053,CP12-1984
0.0046220473,CP11-1095
0.004622053,CP01-1377
0.00462205,CP14-1829
0.00462205,CP11-1405
0.00462205,CP12-2228
0.0046220473,CP09-2124
0.0046220473,CP98-1421
0.0046220473,CP06-3125
0.00462205,CP00-1929
0.004622053,CP14-1403
0.004622053,CP90-0933
0.00462205,CP17-1826
0.00462205,CP03-1709
0.00462205,Ho04-9110
0.004622053,CP06-2751
0.004622053,CP16-2279
0.004622053,CP06-2855
0.0046220473,CP93-1744
0.00462205,CP94-1150
0.0046220473,CP11-1186
0.004622053,CP02-2019
0.0046220473,CP98-1463
0.004622053,CP03-1672
0.00462205,CP95-1587
0.004622053,HoCP05-0922
0.004622053,Ho99-0030
0.0046220515,CP02-1941
0.004622053,CP02-1802
0.00462205,CP15-1230
0.0046220487,CP07-2366
0.00462205,CP12-1877
0.004622053,CP84-0713
0.00462205,CP14-4336
0.004622053,CP02-1997
0.004622053,CP85-0800
0.0046220473,CP05-1684
0.0046220487,CP10-2277
0.00462205,CP18-1844
0.004622053,CP03-1728
0.004622053,CP18-1530
0.004622053,CP14-1370
0.00462205,CP17-2092
0.004622053,CP17-1201
0.004622053,CP01-1489
0.004622053,CP00-2122
0.004622053,CP17-2274
0.0046220473,CP92-1741
0.004622053,CP04-1260
0.004622053,HoCP97-0681
0.00462205,CP01-1017
0.0046220473,CP93-1573
0.0046220473,CP99-1377
0.004622053,CP06-2009
0.004622053,CP04-1282
0.004622053,L16-0368
0.00462205,CP10-1595
0.0046220487,CP06-2388
0.00462205,CP07-2446
0.004622053,CP61-0037
0.00462205,CP01-1409
0.00462205,CPCL06-3464
0.004622053,CP16-4298
0.004622053,CP04-1386
0.004622053,CP11-1087
0.00462205,CP14-1061
0.004622053,CP15-4627
0.00462205,CP04-1033
0.00462205,CP19-4488
0.004622053,CP19-1916
0.0046220515,CP09-2337
0.004622053,CP27-0035
0.00462205,CP94-1133
0.004622053,HoCP96-0504
0.004622053,CP17-1356
0.00462205,LCP86-0442
0.004622053,CP01-2031
0.004622053,CP02-1294
0.00462205,CP98-1497
0.0046220473,CPCL05-1811
0.004622053,CP02-1591
0.0046220473,CP92-1036
0.00462205,CP36-0010
0.00462205,CP12-1859
0.004622053,CP19-4707
0.00462205,CP10-1290
0.00462205,CP12-1895
0.004622053,CP17-2190
0.004622053,Ho11-0532
0.004622053,CP04-1232
0.00462205,CPCL15-4021
0.004622053,CP01-1204
0.004622053,CP90-1575
0.0046220473,CP19-1495
0.00462205,CP18-2328
0.0046220473,CP12-1107
0.004622053,HoCP04-0805
0.004622053,CP97-2138
0.00462205,CP09-1819
0.0046220515,CP15-1506
0.00462205,CP93-1181
0.004622053,CP17-1539
0.00462205,CP14-4318
0.004622053,CP06-2940
0.004622053,CP02-2225
0.004622053,CP94-2078
0.00462205,CP00-1931
0.00462205,CP94-1267
0.004622053,CP19-1078
0.004622053,CP19-2215
0.004622053,CP16-2284
0.0046220473,CP11-1147
0.004622053,CP05-1495
0.004622053,CP17-4303
0.00462205,CP92-1293
0.00462205,CP17-4189
0.00462205,CP17-1162
0.004622053,CP14-4375
0.0046220473,CP16-4192
0.004622053,CP12-1924
0.0046220473,CP09-1642
0.0046220473,CP92-1879
0.00462205,CP07-1795
0.004622053,CP09-1838
0.004622053,CP62-0254
0.004622053,CP14-1086
0.004622053,LCP85-0380
0.004622053,CP19-1862
0.00462205,CP94-1496
0.004622053,CP18-2114
0.00462205,CP13-1493
0.004622053,Ho10-9226
0.00462205,CP99-1269
0.00462205,CP93-1089
0.004622053,L89-0133
0.00462205,CP19-1948
0.004622053,CP02-1501
0.004622053,Ho74-0005
0.004622053,Ho99-0028
0.0046220473,CP07-2339
0.004622053,CP19-1894
0.00462205,CP92-1253
0.00462205,CP13-2448
0.004622053,CP15-2215
0.00462205,CP19-2457
0.004622053,CP16-2501
0.0046220473,CP98-1314
0.00462205,CP10-1283
0.00462205,CP10-1666
0.00462205,CP17-2139
0.00462205,CP95-1749
0.00462205,CPCL02-2784
0.004622053,CP17-2207
0.0046220473,CP12-1379
0.00462205,CP11-2123
0.004622053,CP03-1067
0.004622053,CP16-2440
0.004622053,CP04-1374
0.00462205,CP17-4152
0.00462205,CP11-1308
0.00462205,CP16-1462
0.004622053,CP02-1735
0.004622053,CP12-1912
0.004622053,CP04-2180
0.00462205,CP95-1963
0.00462205,CP97-1111
0.00462205,CP94-1977
0.004622053,HoCP22-761
0.00462205,F46-0150
0.00462205,CP15-4557
0.00462205,CP10-2015
0.004622053,CP15-1544
0.004622053,CP16-1086
0.00462205,CP17-2170
0.004622053,HoCP96-0520
0.00462205,CP15-1840
0.0046220473,CP97-1848
0.004622053,CP16-4316
0.004622053,Ho16-0647
0.004622053,L19-0005
0.00462205,CP12-1255
0.00462205,CP98-1840
0.0046220473,CP99-1519
0.004622053,CP00-1521
0.004622053,CP16-2445
0.004622053,AFRI15-0014
0.00462205,CP14-4322
0.004622053,CP75-0360
0.004622053,CP04-1498
0.004622053,CP18-4388
0.00462205,CP14-2397
0.00462205,Ho99-0052
0.004622053,CP18-2182
0.004622053,L01-0300
0.004622053,LCP84-0233
0.004622053,CP16-1874
0.004622053,Ho16-9049
0.00462205,CP03-1224
0.00462205,CP97-1096
0.004622053,CP03-2373
0.004622053,CP11-1552
0.00462205,CP90-1415
0.0046220473,CP99-1851
0.00462205,CP15-2404
0.004622053,CP04-1328
0.004622053,CP17-4848
0.004622053,CP16-1495
0.004622053,CP15-1818
0.004622053,CP04-1754
0.00462205,CP06-2615
0.0046220473,CP19-4051
0.00462205,CP19-1308
0.004622053,CP11-1075
0.004622053,Ho90-0018
0.004622053,CP00-1372
0.0046220473,CP94-1349
0.00462205,CP01-2010
0.00462205,CP15-1210
0.00462205,Ho08-9011
0.004622053,CP02-2498
0.004622053,CP03-2458
0.00462205,CP96-1398
0.004622053,CP14-1979
0.004622053,Ho87-0006
0.0046220473,CP98-1979
0.004622053,CP15-4061
0.004622053,CP17-4700
0.004622053,CP01-1210
0.004622053,CP15-2201
0.004622053,Ho16-0676
0.0046220473,CP09-1843
0.00462205,CP18-1719
0.004622053,HoL14-0848
0.0046220473,CP17-4102
0.0046220473,CP97-1066
0.00462205,CP06-2687
0.00462205,CP16-2382
0.00462205,CP14-1778
0.004622053,CP14-1999
0.004622053,CP13-2475
0.00462205,CP10-1626
0.00462205,CP06-2499
0.00462205,CP18-2316
0.00462205,Ho09-9126
0.004622053,Ho14-0819
0.0046220487,CP09-1139
0.0046220473,CP03-1745
0.004622053,CP92-1607
0.0046220473,CP10-1198
0.0046220473,CPCL02-1143
0.004622053,Ho06-0537
0.004622053,CP15-1916
0.004622053,HoCP09-0808
0.004622053,CP16-1744
0.004622053,LCP85-0359
0.004622053,CP97-1942
0.004622053,CP19-1507
0.00462205,CP00-1607
0.00462205,CP10-1650
0.004622053,CP96-1339
0.00462205,CP97-1873
0.00462205,CP99-1970
0.00462205,CP15-1293
0.00462205,L17-0436
0.004622053,CP96-1632
0.004622053,CP16-2109
0.004622053,CP15-1325
0.00462205,CP10-1249
0.00462205,CP93-1377
0.00462205,CP15-2098
0.00462205,CP18-2415
0.00462205,CP94-1826
0.0046220473,CPCL02-6158
0.00462205,CP95-1138
0.004622053,CP19-1980
0.00462205,CP15-4470
0.004622053,CP16-4103
0.0046220473,CP11-1860
0.0046220487,CP09-1136
0.0046220473,CP13-2273
0.00462205,CP13-1215
0.004622053,CP01-2271
0.004622053,CP06-2049
0.004622053,CP03-1372
0.00462205,CP02-2470
0.00462205,CP14-1024
