labels,vertex
45417,Ho72-0156
45418,CP92-1248
45419,CP95-1052
45420,CP01-2428
45421,CP16-4013
45422,CP03-2014
45423,CP17-1114
45412,CP15-2166
45413,L97-0122
46208,CP07-1444
46209,CPCL14-4100
46210,CP00-1563
46211,CP82-2043
46212,CP18-2309
46213,CP02-1450
46214,CP15-1627
46215,CP09-2082
46216,CP94-1473
46217,CP02-1465
46218,CP03-1379
46219,CP92-1342
46220,H55-9505
46221,CP14-1708
46222,CP09-1651
46223,Ho05-9066
44080,CP18-1931
44081,CP76-0380
44083,CP01-1331
44084,CP93-1113
44085,CP07-2044
44086,CP13-1660
44087,CP02-1542
44088,CP15-1790
44089,CP15-2513
44090,CP07-1905
44091,CP10-1005
44092,CP01-2248
44093,CP14-1689
44094,CP14-1320
44095,CP02-2347
44082,Mix 07 I
37360,CP95-1898
37361,HoCP19-0938
37362,Ho17-9136
37363,CP17-4186
37364,CP06-2005
37366,CP96-1467
37368,L14-0282
37370,CP09-1056
37371,CP19-1149
37372,HoL15-0542
37373,CP02-1583
37374,CP13-1858
37375,L62-0096
37365,L70-0030
37367,CP99-2001
37369,CP97-1246
40080,LCP83-0165
40081,Ho16-0658
40082,CP01-1138
40083,CP06-2860
40084,CP10-1799
40085,CP94-1531
40086,CP11-1844
40088,CP01-1695
40091,CP10-1499
40092,Ho94-0101
40093,CP14-1127
40094,CP15-4816
40095,CP06-2660
40087,CP16-1312
40089,CP03-2455
40090,CP96-1271
40320,CP13-2045
40321,CP16-1456
40322,CP71-1240
40323,CP06-2233
40324,CP06-3055
40325,Ho80-0017
40326,CP95-1326
40327,CP15-1075
40328,CP19-4078
40329,CP02-2246
40330,CP97-1748
40331,CP09-1400
40332,CP16-1320
40333,CP15-4308
40335,CPCL14-4140
40334,CP98-1986
40656,CP96-1128
40658,CP03-1214
40659,CP00-1320
40660,PT42-0210
40662,CP97-1896
40663,L10-0156
40664,CP15-4872
40665,CP04-2169
40666,CP02-1523
40667,L18-0469
40668,HoCP02-0640
40669,CP15-4412
40670,CP18-1473
40671,CP13-1770
40657,CP00-1429
40661,CP12-1774
45136,CP07-2629
45137,CP03-2149
45138,Ho97-0018
45139,CP03-1032
45140,CP09-1474
45141,CP07-2015
45142,LCP81-0028
45143,CP13-1094
45145,CP97-1356
45146,CP96-1063
45147,CL58-0065
45148,CP99-1353
45149,CP12-2226
45150,CP96-1935
45151,CP14-1440
45144,CP02-2218
37824,CP85-0829
37825,CP03-1178
37826,CP14-1724
37827,CP95-2014
37828,CP15-1668
37829,CP15-2074
37830,CP19-1968
37831,CP16-2190
37832,CP17-1686
37833,CP19-2226
37834,CP17-4586
37835,HoCP04-0837
37836,CP09-2184
37837,CP02-2588
37838,CP15-2105
37839,CP96-1015
41168,CP92-1078
41169,CP16-2136
41170,CP19-1595
41171,CP17-4793
41172,CP09-1193
41173,Ho03-0077
41174,CP06-2926
41175,CP00-2022
41176,CP09-2140
41177,CP12-1179
41178,CP06-3004
41179,CP16-4196
41180,CP09-1187
41181,Ho76-0165
41182,CP19-2282
41183,CP95-1248
43216,CP13-1240
43217,CP01-2580
43218,CP07-1284
43219,CP14-4329
43220,CP10-1438
43221,CP17-2019
43222,Ho94-0071
43224,CP01-1906
43225,HoCP04-0855
43226,CP08-1435
43227,CP03-2382
43228,CP17-4738
43230,HoCP20-0534
43231,CP03-1432
43229,CP13-1245
43223,CP15-1277
38656,HoCP18-0829
38657,CP15-2241
38658,CP18-1100
38659,CP14-2428
38661,CP19-1679
38663,CPCL14-4137
38664,CP11-1525
38665,CP16-1857
38667,CP19-1097
38668,CP96-1245
38669,CP16-1207
38670,CP11-1215
38671,CP06-3020
38660,CP03-2193
38662,CP12-1508
38666,CP04-2187
46032,HoCP94-0839
46033,CP09-1779
46034,CP13-2200
46035,CP03-1443
46036,CP18-1730
46037,CP91-1494
46038,H41-3340
46039,CP97-1553
46041,CP97-1295
46042,CP96-1252
46043,Ho81-0002
46044,CP13-2282
46045,CP03-1605
46046,CP93-1111
46047,CP07-2057
46040,CP19-1255
42416,CP19-2296
42417,CP02-1354
42419,CP81-1435
42420,HoCP10-0904
42421,CP15-1563
42422,CP94-1542
42424,L61-0040
42425,CP19-2224
42426,CP14-1769
42427,CP13-2026
42428,CP19-4781
42429,CP10-2196
42430,CP11-2223
42431,CP19-1044
42418,CP14-1059
42423,CP18-2276
44560,CP19-4699
44562,CP18-4040
44563,HoCP97-0692
44564,CP03-2391
44565,CP15-1088
44566,CP15-2550
44567,CPCL14-4110
44568,CP93-1481
44569,CPCL02-8106
44570,CP15-1263
44572,Ho00-0019
44573,Ho15-9332
44574,CPCL05-1132
44575,Ho99-0034
44561,CP94-2032
44571,CP08-2173
46368,CP13-2284
46369,CP95-1030
46370,CP07-1219
46371,CP12-1318
46372,CP16-4805
46373,CP10-2164
46374,CP98-2070
46375,CP12-2135
46376,CP03-1426
46377,CP04-2119
46378,CP09-1034
46379,HoCP97-0601
46380,CP09-1550
46381,CP12-1115
46382,CP17-1397
46383,CP14-1621
38240,HoCP09-0811
38241,Ho02-0150
38242,CP15-4586
38243,CP96-1541
38245,CP01-1686
38246,CP17-2175
38247,CP16-4770
38248,CP07-1077
38249,CP17-4140
38250,CP12-1156
38251,CP09-2031
38253,Ho08-9505
38254,CP18-2380
38255,Mix 08-1T
38244,L84-0255
38252,CP06-2466
37648,CP12-1183
37649,CP02-1095
37652,CP07-1419
37653,CP19-1144
37654,L91-0261
37655,CP09-1976
37656,CP17-2102
37657,CP92-1580
37658,CP14-1311
37659,CP18-1082
37660,CP04-1794
37661,CP19-1256
37662,CP15-1442
37650,CP02-1441
37651,CP97-1398
37663,CP10-1387
43760,HoCP95-0947
43761,CP13-2460
43762,CP06-3141
43763,CP13-2250
43764,CP06-2789
43765,HoCP12-0663
43766,CP95-1856
43767,CP98-2069
43769,LCP85-0328
43770,CP11-2512
43771,CP10-2406
43772,CP11-1773
43773,CP14-1822
43774,CP93-1080
43775,CP14-1992
43768,CP06-2230
42320,CP94-1824
42321,CP15-2426
42322,CP94-1759
42323,CP01-1842
42324,CP10-1693
42325,CP95-1035
42326,CP11-2103
42327,CP00-1149
42329,CL94-4213
42330,CP13-1422
42331,Ho10-9242
42332,CP04-1874
42333,CP12-2311
42334,CP17-2388
42335,CP04-1844
42328,CP03-1913
39680,CP17-2028
39681,Ho99-0041
39682,HoCP99-0851
39683,CP17-4043
39684,CP18-4894
39685,CP83-0643
39686,CP94-1487
39687,CP12-2297
39688,Ho05-9002
39689,CP02-1162
39690,CP10-1606
39691,CP11-2190
39692,CP91-2303
39693,CP15-4660
39694,CP97-2008
39695,CP93-1637
38592,L11-0181
38593,CPCL02-1037
38594,CP13-1850
38595,CP16-2429
38596,CP09-1900
38597,CP0040
38598,Ho82-0040
38599,CP19-1345
38600,CP98-1028
38601,CP63-0368
38602,CP06-2983
38603,CPCL06-3275
38604,L84-0224
38605,CP93-1471
38606,CP91-1614
38607,Ho13-9126
45664,CP19-1244
45665,CP02-2004
45666,CP17-1550
45667,CP17-1283
45668,CP16-1979
45669,CP83-0625
45670,CP01-2412
45671,CP10-1115
45672,CP01-1202
45673,L93-0397
45674,CP15-2415
45675,CP01-1584
45676,CP99-1381
45677,CP01-1504
45678,CP95-1930
45679,CP12-1927
36304,CP00-2017
36305,CP03-1841
36306,CP94-1799
36307,CP95-1452
36309,CP95-2021
36310,CP93-1155
36311,CP15-4049
36312,CP93-1338
36313,CP06-2766
36314,CP17-4622
36315,CP09-1758
36316,CP91-1242
36317,CP91-2278
36318,CP02-1966
36319,CP09-1985
36308,CP07-1260
46784,CP98-1512
46785,CP06-2646
46786,CP16-1606
46787,CP13-1903
46788,CP98-2090
46791,CP95-1590
46792,CP10-1636
46793,HoCP11-0577
46794,CP02-1394
46795,CP99-1997
46796,CP99-2018
46797,CPCL15-4013
46798,H01-001
46799,CPCL06-3225
46789,CP16-2425
46790,CP02-2543
45616,CP03-1044
45617,L19-0004
45618,HoCP03-0737
45619,CP98-1757
45620,Ho20-9022
45621,CP19-4375
45622,CP15-4450
45623,CP93-1407
45624,CP07-2462
45626,CP61-0039
45627,CP19-2356
45628,CP88-0741
45629,CP13-2233
45630,L68-0067
45631,CP19-4616
45625,CP01-1397
42464,CP98-1846
42465,CP94-2090
42466,CP04-1784
42467,L83-0144
42468,Ho05-9065
42469,CP91-1622
42470,CP11-1490
42471,CP95-2150
42472,CP19-2058
42473,L71-0094
42474,L20-0060
42475,CP14-1297
42476,Ho78-0015
42477,CP16-4010
42478,CP88-1836
42479,CP94-2142
44208,CP12-2221
44209,CP94-1180
44210,CP15-1415
44211,CP02-2263
44213,CP91-0516
44214,CPCL05-1157
44215,CP87-0615
44216,CP02-1615
44217,CP91-1373
44218,CP07-2390
44219,CP91-1607
44220,CP16-1974
44221,L00-0254
44222,CP16-2286
44223,CP06-2542
44212,CP91-1266
45376,CP96-1600
45377,HoCP04-0801
45378,CP06-2422
45379,CP99-1443
45380,CP06-2989
45381,Ho11-9354
45383,HoCP18-0844
45384,CP14-1849
45385,CP14-2442
45386,CP17-4739
45387,HoCP04-0856
45388,Ho92-0002
45389,CP18-4185
45390,HoCP00-0923
45391,CP11-1586
45382,CP16-1310
42160,CP05-1628
42161,CP07-2465
42162,CP07-1611
42163,CP01-2398
42164,CP12-1527
42165,CP97-1822
42166,HoCP19-0911
42167,CP11-1221
42168,CP14-4557
42169,Ho15-0923
42170,CP16-1054
42171,CP06-2634
42172,CPCL06-3236
42173,CL87-1630
42174,CP12-2248
42175,CP99-2054
45440,CP10-2424
45441,Ho06-0531
45442,CP06-2942
45443,CP15-2466
45444,CP94-1025
45445,CP06-2046
45446,CP46-0115
45447,Ho03-0009
45448,CP99-1303
45449,CP06-2760
45450,CP00-2099
45451,CP95-1242
45452,CP09-1249
45453,CP14-1005
45455,CP18-1180
45454,L11-0180
36224,CP01-1135
36225,CP13-2062
36227,CP02-1538
36228,CP10-1807
36229,CP17-4839
36230,CP03-2128
36231,CP13-1415
36232,HoCP99-0860
36233,CP03-1985
36234,CP95-1743
36235,CP01-1534
36236,CP12-2384
36237,CP09-2284
36238,CP15-2391
36239,CP01-2601
36226,LCP86-0441
42672,CP18-1670
42673,CP03-1021
42674,CPCL13-4019
42675,CP00-1018
42676,CPCL02-6334
42677,CP94-1202
42678,CP17-1484
42679,CP18-1167
42680,CP00-1386
42681,L15-0344
42682,CP13-4156
42683,CP15-4662
42684,L07-0062
42685,CP11-1334
42686,CL93-2578
42687,CP17-2084
36992,CP17-1007
36993,CP15-1349
36994,CP90-1655
36995,CP17-4777
36996,CP12-1709
36997,Ho11-0580
36998,CP14-1634
37000,CP15-1575
37001,CP16-4592
37002,CP00-2164
37003,CP12-1044
37005,CP00-1820
37006,CP02-2585
37007,CP06-3010
36999,CP90-1403
37004,CP10-1761
39088,CP00-1464
39089,Ho11-9353
39090,CP93-1165
39092,CP16-1547
39093,CP12-1554
39094,CP07-2301
39095,CP68-1026
39096,CP19-4029
39097,LCP85-0315
39099,CP15-1602
39100,CP96-1637
39101,CP15-2396
39102,LCP84-0260
39103,CP09-2323
39091,CP02-1959
39098,CP10-1224
44240,CP04-1509
44241,CP07-1749
44242,CP97-1104
44244,CP17-4238
44245,CP14-1870
44246,CP16-2053
44247,Ho17-9141
44248,CP13-1288
44249,CP16-1197
44251,CP94-2027
44252,CP02-1231
44253,CP12-1032
44254,CP93-1513
44255,CP99-1250
44243,CP09-2012
44250,CP01-1379
44704,CP10-1522
44705,CP98-1661
44706,CP04-1770
44707,CP96-1680
44708,CP09-1611
44709,CP98-1563
44710,CP14-1401
44711,HoCP02-0648
44712,CP94-1041
44713,CP06-2095
44714,HoCP11-0546
44715,HoCP15-0999
44716,CP03-2142
44717,CP93-1518
44718,CP91-2375
44719,CP04-1103
43712,CP91-1041
43713,CP94-1071
43714,CP99-1005
43715,AFRI15-0013
43716,CP92-1167
43717,CP14-1840
43718,CP16-1435
43719,TCP92-4193
43721,CP18-1183
43722,TCP02-4575
43723,CP03-1862
43724,CPCL02-6354
43725,CP17-1972
43726,CP07-1326
43727,CP16-2073
43720,CP15-4817
46000,CP09-2052
46001,CP86-1665
46003,CP19-1289
46004,CP96-1230
46005,CP91-1365
46006,CP01-2016
46007,CPCL06-3191
46008,CP02-2135
46009,CP01-1633
46010,CP10-1253
46011,CP06-2595
46012,CP13-1773
46013,CP83-0641
46014,LCP86-0447
46015,CP99-1252
46002,CP03-1448
46112,CP12-2211
46113,CP02-1321
46114,HoCP97-0664
46115,Ho97-0683
46116,CP0670
46117,CP04-1733
46119,CP98-1843
46120,CP95-1331
46121,CP06-2864
46122,CP04-2034
46123,CP09-2199
46124,CP05-1643
46125,CP09-1448
46126,Ho03-0104
46127,CP96-1504
46118,89P5
46544,CP15-2354
46545,CP03-1046
46546,CP01-1772
46547,CP84-0732
46548,L19-0495
46549,LCP82-0085
46551,CP99-1012
46552,CP19-1671
46554,CP00-1712
46555,CP14-1783
46556,CP04-1307
46557,Ho17-9104
46558,L72-0027
46559,Ho15-0957
46550,CP99-1264
46553,CP14-2078
43600,CP14-4459
43601,CP01-2349
43602,CP14-2522
43603,CP01-1478
43604,Ho77-0012
43605,CP09-1270
43606,CP01-2311
43607,CP03-2090
43608,CP97-2092
43609,CP11-1236
43610,CP00-2130
43611,CP10-2358
43612,CP07-1929
43613,CP12-1891
43614,Ho11-9324
43615,CP11-1051
39840,CP16-4848
39841,CP15-4615
39842,CP17-1756
39843,CP15-1953
39844,CP15-1742
39845,HoCP12-0657
39846,CP15-2004
39847,CP93-1126
39848,CP11-2149
39849,CP16-4588
39850,CP01-2326
39851,HoCP93-0775
39852,CP03-2114
39853,CP94-1510
39854,L06-0009
39855,CP12-1294
46256,CPCL02-0845
46257,CP15-2382
46258,Ho17-0753
46259,CP14-1052
46260,CP14-1284
46261,CP14-2557
46262,CP99-1219
46263,Ho16-0660
46264,CP92-1539
46265,CPCL02-1827
46267,CP14-1605
46268,CP09-1382
46269,CPCL05-1169
46270,CP19-2233
46271,Ho17-9109
46266,CP97-1578
42352,CP14-2387
42353,Co603
42354,CP10-2173
42355,CP03-1155
42356,CP17-4797
42357,Ho05-9025
42358,CP99-1573
42359,CP02-1188
42361,CP98-1016
42362,CP02-1379
42363,CP91-0560
42364,CP97-1545
42365,CP15-4767
42366,CP95-1967
42367,CP92-1631
42360,CP01-1623
41136,CP95-1528
41137,CP94-1823
41138,CP00-1305
41139,CP15-1938
41140,CP15-1267
41141,CP31-0511
41142,CP17-1260
41143,CP12-1735
41144,CP96-1394
41145,CP03-2310
41146,CP93-1017
41147,CP09-1502
41148,CP00-1396
41149,CP19-4379
41150,CP09-1945
41151,LCP85-0308
41745,CP18-2195
41746,CP00-1625
41747,CP18-2016
41748,Ho96-0012
41749,CP13-1574
41750,CP01-1510
41751,CP15-2509
41752,CP18-1204
41754,CP15-1511
41755,CP10-2122
41756,CP18-1382
41757,CP07-1384
41758,L73-0001
41759,CP96-1277
41753,CP07-2659
41744,CP11-1698
42896,CP11-1595
42897,CP11-1640
42898,CP16-1691
42899,CP93-1487
42900,CP18-4660
42901,12P17
42903,Ho16-9014
42904,CP15-1384
42905,CP16-1450
42906,CP18-4006
42907,CPCL06-3342
42908,CP01-1476
42909,CP93-1517
42910,CP81-0333
42911,CP98-1292
42902,CP16-2100
45648,CP02-1952
45649,CP91-1284
45650,CP19-2471
45651,CP09-1890
45652,CP09-2077
45653,CP11-2014
45655,L13-0263
45656,14P05
45657,CP14-4492
45658,CP09-1511
45659,CP06-2509
45660,CP08-1654
45661,US80-0004
45663,CP11-1029
45654,CP10-1870
45662,CP19-1114
43456,HoCP11-0547
43457,CP92-1618
43458,Ho13-9136
43460,CP17-2113
43462,CP11-1910
43463,CP12-1574
43465,CP92-1364
43466,CP14-1397
43467,CP01-2563
43469,CP12-2388
43470,CP11-2257
43471,L06-0031
43468,CP02-1234
43459,CP02-1623
43461,CP12-2459
43464,CPCL05-1141
43536,CP19-1011
43537,CP96-1599
43538,HoCP98-0717
43539,CP09-2266
43540,CP15-1084
43541,CP18-4635
43542,CP18-2355
43543,CP16-4865
43544,CP10-2157
43545,CP93-1344
43546,CP03-2003
43547,CP02-1665
43548,L08-0076
43549,CP13-1696
43550,Ho10-9240
43551,CP13-4092
46448,HoCP19-0904
46449,CP11-1784
46451,CP10-1228
46452,CP06-2954
46453,CP16-1394
46454,CP01-1520
46455,CP18-1379
46456,CP96-1560
46458,CP18-4786
46460,CP91-1007
46461,CP06-3047
46462,Ho16-0643
46463,CPCL02-2747
46450,CP16-1402
46457,CP94-2079
46459,CP97-2154
45872,CP17-2064
45873,CP98-2000
45874,CP16-1357
45875,CP06-3008
45876,L97-0148
45877,CP16-1718
45878,CP03-1217
45879,CPCL02-1265
45881,CP98-2092
45882,CP02-1687
45884,HoCP98-0775
45886,CP10-1116
45887,CP14-1285
45880,CP17-1142
45883,CP19-1649
45885,CP04-1304
43697,CP11-1796
43698,CP97-1107
43699,CP09-2372
43700,CP11-2172
43701,CP00-1504
43702,CP59-0032
43703,CP17-4664
43704,HoCP17-0761
43705,CP00-1210
43706,CP16-2029
43707,CP01-1854
43708,CP17-2410
43710,CP10-2258
43711,CP13-1140
43696,CP01-1001
43709,CP80-0308
45696,CP02-1793
45697,CP14-1549
45698,CP11-2220
45699,CP06-2966
45700,CP99-1408
45701,CP16-4916
45702,CP02-2063
45704,CP03-1512
45705,CP98-1887
45706,CP00-1082
45707,CP13-2048
45708,CP95-1660
45709,L91-0268
45710,CP15-2335
45711,CP07-2624
45703,CP99-1565
38320,CP16-1395
38321,CP94-1022
38322,CP13-2122
38324,CP95-1867
38325,CP18-4763
38326,Ho11-9351
38327,CP99-1313
38328,CP14-1291
38329,US95-1114
38330,L16-0363
38331,CP99-2100
38332,CP13-1754
38333,CP19-1554
38334,CP15-2221
38335,CP97-1033
38323,Ho07-9006
42609,CP93-1621
42610,CP16-2348
42611,LCP82-0058
42612,CP11-1787
42613,CP14-4404
42614,CP95-1604
42615,CP06-2745
42616,CP12-1165
42618,CP15-1461
42619,CP12-1212
42620,CP02-2036
42621,Ho12-9003
42622,CP15-2234
42623,CP12-1019
42608,CP06-2382
42617,Ho95-0995
45296,CP01-1738
45297,CP94-1643
45298,CP19-4179
45299,CP95-1380
45300,CP01-1057
45302,CP12-1936
45303,CP11-1811
45304,POLY12-018
45305,CP01-1225
45306,Ho19-9309
45307,CP13-1251
45308,CP00-1708
45309,L06-0008
45310,CP03-1065
45311,CP14-2165
45301,CP12-1364
40576,CP00-1208
40577,CP16-1674
40578,L71-0038
40579,CP96-1633
40580,HoCP05-0958
40581,CP05-1386
40582,CP06-2301
40583,CP03-1416
40584,LCP82-0091
40585,TA5
40586,CP19-1633
40588,CP93-1114
40589,US65-096-0198
40590,CP98-1796
40591,CP06-2093
40587,97P05
46080,Ho13-0708
46081,HoCP99-0808
46082,CP11-2373
46083,CP16-2153
46084,CP95-1981
46085,Ho11-0507
46086,CP92-1469
46087,CP98-1004
46088,CP17-4628
46089,CP97-1812
46090,CP18-1820
46091,CP12-2445
46092,CP14-4584
46093,CP19-2131
46094,CP06-3027
46095,CP00-2170
36256,CP99-1257
36257,HoCP95-0911
36258,CP10-1137
36261,CP93-1520
36262,CP13-2059
36263,CP74-0319
36264,CP11-1266
36265,CP10-1669
36266,CP10-1038
36267,CP96-1115
36268,CP02-1266
36269,CP09-2118
36270,CP91-1669
36259,CPCL01-7105
36260,CP15-1662
36271,CP13-1434
45360,CP16-2214
45361,US99-1055
45362,CP07-2512
45363,CP15-4371
45364,CP18-2344
45365,CP92-1304
45366,Ho13-9162
45367,CP99-1941
45368,CP97-1734
45369,CP19-2353
45370,CP99-1425
45371,CP06-3038
45373,CP13-1411
45374,CP12-2236
45375,CP98-1705
45372,CP04-1624
45888,CP01-2590
45889,CP07-1389
45890,CP06-3066
45891,Ho11-9331
45892,LCP81-0030
45893,06P22
45894,CP04-1301
45895,CP19-2073
45896,CP01-2700
45897,CP15-4342
45898,CP10-2375
45899,CP02-2028
45900,CP04-1025
45901,CP13-1257
45902,CP09-1237
45903,CP18-4517
45424,CPCL05-1168
45426,Ho03-0112
45427,CP14-2254
45428,CP19-4309
45429,CP17-2076
45430,CP17-1503
45431,CP02-1933
45433,CP11-2088
45434,CP12-1467
45435,L96-0037
45436,CP15-1622
45437,CP16-1562
45439,L03-0398
45425,Ho13-0700
45432,CP13-2149
45438,CP14-1731
41200,CP16-4483
41201,CP06-2039
41202,CP17-1969
41203,CP09-1055
41204,CP07-1866
41205,HoCP05-0924
41206,CP99-1164
41207,CP98-1609
41208,CP17-4646
41209,CP10-1133
41210,US67-0023-0011
41212,CP12-1072
41214,CP99-1830
41215,Ho06-9023
41213,CP94-2026
41211,CP11-1753
45200,CP98-1945
45201,CP06-2718
45202,CP15-1125
45203,CP69-1059
45204,CP17-4679
45206,CP97-1362
45207,CP99-1978
45208,CP91-1789
45209,CP03-1362
45210,CP15-1381
45211,CP99-1345
45212,HoCP15-0987
45213,CP09-2210
45214,CP04-1354
45215,CP18-1907
45205,CP00-1498
36384,US66-9
36385,CP14-1746
36386,CP10-1512
36387,CP91-1637
36388,CP14-1359
36389,CP97-1529
36390,CP18-4403
36391,CP02-1801
36392,CP04-1759
36393,CP52-0016
36395,CP04-2075
36396,CP04-1625
36397,CP03-1108
36398,CP11-2036
36399,Ho04-9081
36394,CP17-2272
41664,CP94-1460
41665,CP13-1158
41667,CP02-1265
41669,HoCP17-0712
41671,CP94-1572
41672,CP97-1205
41673,CP16-1776
41674,CP14-4359
41675,CP14-1733
41676,CP14-1204
41677,CP12-2330
41678,CP14-2374
41679,CP08-1236
41668,CP17-1241
41670,CP02-1133
41666,CP98-3009
42336,CP19-4863
42337,CP94-1814
42338,CP10-1184
42339,HPoly1976-0077
42340,CP94-1772
42341,L96-0031
42342,CP09-1439
42343,HoCP98-0765
42344,CP11-1298
42345,CP03-1225
42346,Ho18-9259
42347,CP72-1312
42348,CP92-1573
42349,CP12-1285
42351,CP13-1515
42350,CP14-1512
44992,CP19-2419
44993,CP90-1404
44994,CPCL05-1125
44995,CP17-2466
44996,CP94-1735
44997,CP95-1694
44998,Ho15-0943
44999,CP98-1096
45000,CP98-1708
45001,CP19-2098
45002,CP13-1980
45004,CPCL02-1084
45005,CP98-1306
45007,CP94-1639
45003,CP16-1754
45006,CP07-1017
41104,CP01-1609
41105,CP99-1078
41106,CP01-1371
41107,CP09-1856
41108,CP17-1467
41109,CP06-3142
41110,CP16-2183
41111,CP06-2881
41112,Ho05-9056
41113,CP15-1892
41114,CP06-2568
41115,CP06-2411
41116,CP16-1178
41117,CP01-1583
41118,CP18-4646
41119,HoCP01-0528
36032,CP11-1234
36033,CP99-1607
36034,CP01-2452
36035,CP03-1436
36036,CP00-2137
36037,HoCP98-0701
36039,CP19-4044
36040,CP98-1519
36041,CP11-2444
36042,CP11-1402
36043,CPCL06-3292
36044,CP18-1635
36045,CP18-1489
36046,CP97-2145
36038,CP09-1417
36047,CP92-1709
45504,PR980
45505,CP14-1425
45506,CP02-2463
45508,CP16-1052
45509,CP10-1070
45510,CP12-2034
45511,Ho88-0015
45512,CP17-1220
45513,CP14-1550
45514,CP14-2528
45515,CP87-0644
45516,CP11-1770
45517,Ho78-0014
45518,LCP86-0413
45519,CP12-2026
45507,CP16-4363
44224,CP01-1469
44225,CP94-1364
44226,CP01-1440
44227,CP00-1155
44228,CP97-1716
44229,CP01-1771
44230,CP52-0009
44231,CP97-1885
44232,L88-0073
44233,HoCP18-0836
44234,CP07-2594
44236,CP18-1524
44237,CPCL14-4013
44238,CP98-1514
44239,L84-0231
44235,CP94-1273
38992,HoCP03-0713
38993,LCP83-0128
38994,CP99-1340
38995,CP09-1871
38997,CP93-1132
38998,CP01-1209
38999,Ho16-9024
39000,CP01-1648
39001,CP07-2255
39002,Ho04-9057
39003,CP15-2326
39004,CP13-2445
39005,CP12-1035
39006,LCP87-0025
39007,CP10-1083
38996,CP91-2226
43552,Ho17-9158
43553,CP01-1269
43554,CP98-3000
43555,CP93-1614
43556,US65-086-0151
43557,L95-0483
43558,CP92-1825
43559,CP02-1520
43560,CP06-2710
43561,CP19-1265
43562,CP07-1695
43563,CP09-1957
43564,CP04-1089
43565,HoCP04-0854
43566,CP93-1136
43567,CP92-1097
42368,CP95-1770
42369,HoCP02-0603
42370,CP18-2102
42371,CP92-1263
42372,CP09-2211
42373,CP06-2380
42374,HoCP14-0879
42375,CP02-1045
42376,CP01-2659
42377,CP17-2082
42378,CP17-1017
42379,CP15-1559
42380,CP14-4514
42381,CP18-4728
42382,CP92-1614
42383,CP94-1774
44864,CP17-1584
44865,CP10-2161
44866,CP92-1285
44867,CP91-1476
44868,CP18-1595
44869,CP96-1437
44870,CP18-1803
44871,CP95-1976
44872,HoCP95-0980
44873,CP14-1872
44874,CP02-1293
44875,CP92-1067
44876,CP97-1118
44877,CP06-2312
44878,CP12-1495
44879,CP18-4879
44736,CP09-2108
44737,L72-0033
44738,CPCL01-6012
44739,CP92-1161
44740,CP03-1689
44741,CP04-1141
44742,CP15-1752
44743,Ho94-0808
44744,CP18-4406
44745,CP97-2009
44746,CP71-0310
44747,CP90-1610
44748,CPCL05-1185
44749,CP12-1663
44750,CP15-2126
44751,CP19-1249
36816,CP01-2177
36817,CP94-1614
36818,LCP88-0091
36819,CP91-0531
36820,CP04-1800
36821,CP11-2271
36822,CP97-1921
36823,CP95-1029
36825,CP14-1517
36827,HoCP22-730
36828,CP15-1205
36829,CP18-4829
36831,HoCP04-0827
36826,CP14-2530
36830,CP10-1978
36824,CP01-1575
45936,CP91-1317
45937,CP14-4517
45938,CP99-1214
45939,TCP99-4475
45940,BH(10)12
45941,CP06-3133
45942,CP11-1202
45943,CP18-2215
45944,CP93-1366
45945,CP90-1526
45946,POLY01-7
45947,Ho06-9022
45948,CP97-1779
45949,LCP85-0319
45950,CP09-1795
45951,CP93-1030
46128,CP17-2256
46129,CP79-1374
46130,CP96-1021
46131,L12-0197
46132,CP06-2044
46133,L63-0070
46134,CP13-1810
46135,CP03-1304
46136,HoCP95-0921
46137,CP04-1669
46138,CPCL02-2276
46139,Ho10-9203
46140,HoCP03-0735
46141,CP10-1671
46142,CP10-2093
46143,CP92-1566
39056,L79-0033
39057,CP98-1857
39058,CP18-4081
39059,CP16-1192
39060,IM76-0250
39061,CP15-1811
39062,CP95-2017
39063,CP09-1831
39064,CPCL05-1777
39065,CP99-1041
39066,CP98-1422
39067,CP91-1277
39068,CP18-2122
39069,CP82-1505
39071,CP02-1381
39070,CP14-2065
36864,L93-0386
36865,CP14-1837
36866,CP15-4865
36867,CP13-1942
36868,CP96-1227
36869,CP18-1064
36870,CP92-1650
36871,CP15-4143
36872,CP02-1298
36873,CP98-1684
36874,CP15-1344
36876,CP03-1852
36877,CP03-1675
36878,CP98-2095
36879,CP16-2141
36875,CP98-1698
37616,CP14-1146
37617,CP18-1540
37618,CP17-2111
37619,CP95-1795
37620,CP01-2082
37621,CP19-2453
37623,CP15-1832
37624,CP10-2293
37625,CP03-1405
37626,CP15-2180
37627,CP03-1306
37628,CP93-1455
37629,CP93-1240
37630,CP02-1547
37631,CP98-2033
37622,L07-0067
45488,CP03-1855
45489,CP09-2213
45490,CP01-2695
45491,CP09-1710
45492,Ho06-9009
45493,CP99-2008
45494,CP13-1338
45495,CP99-1878
45496,CP12-1328
45497,CP50-0027
45498,L96-0003
45499,CP19-1944
45500,CP94-1718
45501,Ho73-43-1
45502,HoCP95-0929
45503,CP12-2291
40640,CP94-2019
40641,CP03-1320
40642,CP03-1360
40643,CP18-1022
40644,CP06-3119
40645,US70-17-8
40646,CP06-2290
40647,Ho16-0608
40648,CP18-1410
40649,CP14-4532
