labels,vertex
27317,CP09-1918
27318,95P3
27319,CP02-1313
27321,CP95-1225
27322,CP13-1560
27323,Ho16-9040
27324,CP06-2270
27325,CP02-2040
27326,CPCL02-8017
27327,CP14-4146
27320,Ho83-0021
22544,HoCP13-0744
22545,CP13-1516
22546,Ho10-9212
22547,CP02-2592
22548,CP14-2328
22549,CP07-2572
22550,CP01-2617
22551,CP97-1173
22552,CC84-0075
22553,CP95-1786
22554,CP04-1481
22555,CP95-1984
22556,CP00-1161
22557,CP01-2669
22558,CP14-4600
22559,CP17-2065
9456,CP13-1751
9457,CP98-1213
9458,L96-0070
9459,CP15-4131
9460,CP98-3016
9461,CP05-1465
9462,CP97-1068
9463,CP94-1666
9464,CP05-1685
9465,CP00-1510
9466,CP19-4522
9467,CP96-1948
9468,CP96-1661
9469,CP09-4160
9470,CP14-1796
9471,CP13-1827
34432,Ho11-9326
34433,CP14-1631
34434,CP19-2267
34435,Ho99-0045
34436,Ho04-9116
34437,CP95-1706
34439,CP95-1094
34440,CP03-2226
34441,HoCP22-734
34442,L94-0420
34443,CP03-1624
34444,CP19-4416
34445,CP91-1538
34446,CP98-1059
34447,CP19-2201
34438,Ho03-0051
23200,CP11-1125
23201,CP91-1512
23202,CP19-2327
23203,CP10-1723
23204,CP19-4289
23205,Ho08-9507
23206,CP10-2168
23207,CP17-2482
23208,CP18-1040
23209,CP97-1235
23210,Ho13-0745
23211,CP04-1011
23212,CP11-2483
23213,CP91-1477
23214,CP16-4872
23215,CP18-2241
14864,CP02-1780
14865,CP99-1416
14866,CP16-2353
14867,US90-1082
14868,CP09-1135
14869,CP15-2520
14870,CP13-1763
14871,CP03-1609
14872,CP11-1736
14873,CP06-2103
14874,CP02-1257
14875,CP07-2134
14876,CP17-4294
14877,CP99-1467
14878,L90-0211
14879,L14-0266
6352,CP02-1672
6353,CP09-1307
6354,Ho12-9006
6355,CP94-1866
6356,CP02-2321
6357,Ho00-0003
6359,Ho06-9306
6360,CP93-1666
6361,H97-0451
6363,CP00-1095
6365,CP16-4486
6366,CP98-1300
6367,CP91-0511
6358,CPCL96-4974
6362,CP08-1129
6364,CP95-1923
26256,L04-0428
26257,CP18-2360
26258,CP15-1157
26259,CP02-1640
26260,CP17-1602
26261,CP07-1066
26262,CP02-1309
26263,CP00-1739
26264,CP02-2302
26265,CP12-1776
26266,CPCL14-4067
26268,CP99-1163
26269,CP06-2062
26270,CP14-1407
26271,CP16-2042
26267,CP04-2053
34928,CPCL13-4020
34929,CP18-1073
34930,CP14-4159
34931,CP19-1579
34932,CP11-1566
34933,CP96-1024
34934,CPCL06-3301
34935,CP12-1172
34936,L97-0103
34937,CP13-1824
34939,CP09-2250
34940,CP15-4294
34941,CP97-2031
34942,CP02-2240
34943,CP04-1121
34938,CP11-1723
27392,CP18-1219
27393,CP11-2347
27394,CP12-1829
27395,CP13-2391
27396,CP13-1812
27397,SP79-5362
27398,CP15-2491
27399,CP04-2196
27400,L95-0471
27401,CP03-2084
27402,CP99-1462
27403,L13-0240
27404,CP97-1994
27405,CP98-1237
27406,CP88-0716
27407,CP13-1464
32048,CP19-1720
32049,CP09-2302
32050,CP14-2299
32051,CP98-1745
32052,CP97-1378
32053,CP14-2538
32054,CP01-2685
32056,CP97-2113
32057,CP97-1492
32058,LCP84-0249
32059,CP19-2187
32060,CP00-1156
32061,CP15-1709
32062,CP14-2080
32063,LCP85-0373
32055,CP06-2694
35232,CPCL06-3166
35233,CP00-1483
35234,CP15-1236
35235,CP01-1797
35236,CP91-1651
35237,CP03-1969
35239,CP09-2094
35240,CP19-1128
35241,CP94-1537
35242,CP19-4039
35243,CP19-2291
35244,CP15-2260
35245,L99-0233
35246,CP10-1037
35247,CP92-1303
35238,CP99-1580
5856,CPCL06-3260
5857,CP13-2419
5858,CP10-1219
5859,CP16-4305
5860,CP12-2225
5861,CP00-1237
5862,CP14-1056
5863,CP14-4396
5864,CP62-0247
5865,CP03-2419
5866,CP84-0714
5867,US06-9002
5868,CP95-1917
5869,CP05-1605
5870,CP14-4405
5871,CP02-1236
33984,CP96-1945
33985,CP18-4018
33986,CP18-4373
33987,CP10-1756
33988,CP01-1589
33989,CP03-1381
33990,CP16-1046
33991,CP69-1062
33992,CP17-1050
33993,Ho19-9344
33994,CP19-2238
33997,CP14-2496
33998,CPCL02-0456
33999,CP11-1264
33995,CP04-1074
33996,CP96-1432
33968,CP19-1516
33969,CP17-4196
33970,CP18-1328
33971,CP17-1964
33972,CP95-2146
33973,CP94-1375
33974,CP00-2004
33975,CP98-1105
33976,CP06-2398
33977,Ho16-9003
33978,CP09-2304
33979,CP98-1542
33980,CL89-5189
33982,CP94-1085
33983,CP95-1005
33981,Ho99-0032
21184,CP07-1618
21185,CP95-1045
21186,CP16-2448
21187,CP07-1581
21188,CP13-2288
21189,CP02-2330
21190,CP14-1159
21191,CP02-1503
21192,CP97-2082
21193,CP01-2701
21194,CP16-4903
21196,CP06-2199
21197,L80-0002
21198,CP97-1670
21199,CP13-1956
21195,CP09-1032
23712,CP94-2028
23713,CP89-0893
23715,L06-0038
23716,CP11-2469
23717,CP15-2172
23718,CP92-1494
23719,CP00-1631
23720,CP03-2135
23721,CP13-1768
23722,CP78-0356
23723,CP16-4885
23724,CP98-1330
23725,CP03-1572
23726,CP17-1628
23727,CP95-2009
23714,CP97-2132
20160,CP63-0372
20161,CP01-2386
20162,HoL08-0723
20163,CP10-2104
20164,CP10-1282
20165,CPCL02-0818
20166,CP01-2566
20167,CP12-2133
20168,CP18-2095
20169,CP95-1751
20170,CP10-1913
20171,CP15-2055
20172,CP14-2296
20173,CP11-1158
20174,CP11-2384
20175,CP98-1594
18848,CP09-2292
18849,HoCP97-0647
18850,US84-1019
18851,CPCL05-1222
18852,CP92-1582
18853,CP94-1499
18854,CP12-1447
18855,CP92-1202
18856,CP01-1900
18857,L07-0068
18858,CP19-4378
18859,CP15-1086
18860,CP92-1363
18861,CP02-1675
18862,CP94-1753
18863,CPCL02-2923
29744,CP04-1056
29745,CPCL02-1304
29746,CP06-2663
29747,CP07-1925
29748,CP11-1521
29749,CP14-1964
29750,CP91-1628
29751,HoCP97-0649
29752,CP98-1629
29753,CP92-1617
29754,CP10-1926
29755,CP07-2024
29756,CP12-2147
29757,CP18-4067
29758,CP12-2464
29759,CP00-1231
17440,CP13-1473
17441,CP15-2119
17442,CP10-1013
17443,CP04-1938
17444,CP07-1516
17445,L08-0091
17446,LCP81-0008
17447,CP17-1706
17448,CP91-1305
17449,CP12-2414
17450,CP19-1942
17451,L94-0434
17452,CP16-1544
17453,Ho07-9027
17454,CP11-1432
17455,CP98-3019
31584,CP97-2143
31585,CP01-1261
31586,CP04-2079
31587,CP99-1292
31589,CP99-1464
31590,CP98-1440
31591,CP19-4186
31592,CP16-1535
31593,CP98-1067
31594,CP97-1016
31595,CP11-2380
31596,CP02-1582
31597,CP12-2367
31598,CP03-1278
31599,CP17-4808
31588,CP11-1383
14448,CP03-2219
14449,CP17-1903
14450,CP93-1319
14451,CP15-1008
14452,HoCP14-0856
14453,Ho12-0601
14454,CP16-2495
14455,CP96-1461
14456,CP99-1189
14457,CP10-2215
14458,CP92-1505
14459,CP02-1214
14460,CP13-2449
14461,CP88-0728
14462,CP96-1243
14463,CP14-1131
20528,CP18-2023
20529,CP16-1701
20530,CP14-1267
20531,CP13-2306
20532,Ho12-0628
20533,CP07-2207
20534,CP87-0626
20535,CP95-1945
20537,CP19-1359
20538,CP04-1470
20539,CP04-1899
20540,CP14-2485
20541,CP99-1662
20542,CP91-1362
20543,CP98-1365
20536,CP13-1766
21568,CP96-1019
21569,CP17-1945
21570,CP99-1664
21572,CP19-4792
21573,CP99-1655
21574,CP95-1705
21575,CPCL02-2397
21576,CP19-1704
21577,CP13-1114
21578,CP10-1128
21579,CP12-1173
21580,L13-0243
21581,CP18-1758
21582,CP05-1568
21583,CP94-1194
21571,L16-0392
21248,CP95-1806
21251,L04-0438
21252,L84-0235
21253,CP16-1213
21254,CP14-1257
21255,CP12-1002
21256,CP99-1420
21257,Ho91-0004
21258,CP07-1922
21259,CP96-1269
21260,Ho08-9037
21262,CP18-4420
21263,CP16-2222
21249,CP14-4349
21250,CP10-1087
21261,CP12-1245
11856,CP19-1134
11857,CP13-1758
11858,CP95-1097
11859,CP03-1485
11860,CP15-1226
11861,CP10-1541
11862,CP02-1432
11863,L14-0278
11864,CP00-2068
11865,HoCP99-0810
11866,CP00-1922
11867,CP02-2071
11868,CP13-1051
11869,L15-0337
11870,CP16-4697
11871,CPCL06-3145
2576,CP07-1601
2577,CP16-1922
2578,CP14-4337
2579,CP19-1447
2580,Ho93-0002
2581,US64-21-1
2582,CP95-1396
2583,CP06-2345
2584,CP07-2110
2585,CP11-2510
2586,CP95-1686
2587,CP14-1308
2588,CP15-4856
2589,CP18-2237
2590,POLY12-32
2591,CP11-1336
27489,CP01-2493
27490,CP97-1093
27491,CP96-1302
27492,CP97-1850
27493,CP10-1739
27494,L15-0328
27496,RSB90-0007
27497,CP12-1430
27498,CP95-1294
27499,CP98-1792
27500,CP15-4763
27501,CP04-1713
27502,CP04-1450
27503,CP15-1218
27488,CP12-2069
27495,CPCL02-7386
31921,CP16-1064
31922,CP15-2385
31923,Ho03-0143
31925,CP19-1617
31926,CP04-1039
31927,CP18-1264
31928,HoCP22-747
31929,CP18-2445
31930,CP10-1823
31931,US87-1020
31932,CP02-1973
31933,CP00-2116
31934,CP19-2017
31935,POLY12-20
31920,CP13-1260
31924,CP16-1268
10624,CP00-2050
10625,CP02-2361
10626,CP93-1324
10627,CP19-4652
10628,CP15-1193
10629,CP18-4377
10630,CP18-2066
10631,CP99-1790
10632,CP14-1997
10633,CP00-1757
10634,CP97-1952
10635,CP96-1964
10636,CP01-2439
10637,CP14-4495
10638,CP18-4623
10639,Ho09-0831
29232,CP19-1263
29233,CP18-2198
29234,CP17-4264
29235,CP15-4771
29236,Ho72-0213
29237,CP99-1769
29238,HoH15-0924
29239,CP95-2037
29240,CP18-1043
29241,CPCL02-1809
29242,CP19-1135
29243,HoCP90-0956
29244,CP19-1355
29245,CP19-1513
29246,CP93-1504
29247,CP95-1514
29520,CP11-2115
29521,Ho16-0631
29522,CP14-4526
29523,CP03-2312
29524,CP96-1384
29525,CP01-1428
29526,CP01-2607
29527,CP14-2545
29528,HoCP04-0823
29529,CP11-1899
29530,CP97-1245
29531,CP11-2421
29532,CP05-1473
29533,CP02-1226
29534,CP14-1283
29535,CP16-1145
30113,Ho77-0015
30114,CP97-1916
30116,CP12-2370
30117,CP12-1658
30118,CP14-1112
30119,Ho17-9120
30121,CP12-1959
30122,SP79-2313
30123,CP19-1619
30124,CP95-1360
30125,CP95-1300
30127,CP92-1823
30112,CP09-1426
30115,CP10-1393
30120,CP85-0855
30126,CP96-1713
33232,CP19-4412
33233,CP98-2054
33235,CP99-1559
33236,CP15-2400
33237,CP11-1703
33238,CP07-2166
33239,CPCL02-0066
33240,CP99-1391
33241,CP91-0508
33242,CP98-1523
33243,CP09-1040
33244,CP19-1748
33245,CPCL02-0858
33246,CP19-4891
33247,Ho12-9631
33234,CP16-1884
32992,CP01-2121
32993,CP93-1055
32994,CP03-2425
32995,CP65-0312
32996,CP09-1434
32997,CP14-1158
32998,CP19-4277
32999,Ho01-0008
33000,L95-0463
33001,CP15-4568
33002,CP19-1872
33003,CP04-2106
33005,CP94-1120
33006,CP19-1393
33007,CP18-1575
33004,CP10-1362
21648,Ho14-0913
21649,CP18-1823
21650,L17-0422
21651,CP13-1025
21652,CP18-2106
21653,CP16-2215
21654,L89-0116
21655,CP19-1024
21656,CP13-1169
21657,CP14-2414
21658,CP94-1951
21661,CP09-1770
21662,CP11-2096
21663,CP90-1553
21659,CP12-2389
21660,CP12-2416
18640,CP11-1959
18641,HoCP95-0901
18642,CP03-2307
18643,CP94-1519
18644,Ho87-0009
18645,CP01-1023
18646,Ho11-0573
18647,CP93-1399
18648,CP92-1230
18649,CP92-1056
18650,CP09-2366
18651,CP01-2587
18652,CP07-1915
18653,CP93-1066
18654,CP90-1030
18655,CP97-1284
1264,CP15-2448
1265,CP96-1290
1266,CP01-1067
1267,HoCP19-0928
1268,L95-0459
1269,CP13-2224
1270,Ho15-9310
1271,HoCP19-0951
1272,CP14-1137
1273,CP14-1544
1274,CP07-1781
1275,CP06-2259
1276,CP12-2002
1277,CP13-1523
1278,CP90-1332
1279,CP13-2486
31168,CP02-1369
31169,CP13-4127
31170,CP17-1500
31171,CP95-1078
31172,CP99-1699
31173,CP89-0837
31174,CP19-2277
31175,CP00-1275
31176,HoCP97-0633
31177,CP17-4464
31178,CP13-2021
31179,CP13-2499
31180,CP93-1185
31181,CP90-1486
31183,CP19-2263
31182,CP16-4069
3936,CP95-1578
3937,CP01-2503
3938,CP03-1083
3939,CP15-2363
3940,HoH15-0927
3941,CP19-1694
3942,HoCP04-0800
3943,CP18-4198
3944,HoCP13-0724
3945,CP02-2554
3946,CP97-2134
3947,CP97-1079
3948,CP14-2419
3949,L93-0361
3950,CP08-1160
3951,CP16-2037
35088,CP15-4824
35089,HoCP98-0736
35090,CP15-1427
35091,CP14-1085
35092,CP92-1603
35093,CP01-2383
35094,CP15-2351
35095,CP97-2059
35096,Ho16-0661
35097,CP10-2141
35098,CP18-1584
35100,LHo90-0198
35101,HoCP03-0720
35102,CP06-3048
35103,Ho18-9245
35099,CP15-1930
32400,CP91-1011
32401,CPCL02-1245
32402,CP17-2108
32403,CP16-2062
32405,L97-0151
32406,US05-9605
32407,CP17-1010
32408,Ho04-9074
32409,CPCL14-4071
32410,CP17-2339
32411,CP92-1507
32412,CP95-1171
32413,Ho06-0558
32415,CP04-1267
32404,CP04-1912
32414,CP10-1065
14608,CP14-1122
14609,CP16-4912
14610,CP02-2254
14611,CP12-1309
14612,Ho16-0636
14613,CP17-1994
14614,CP07-2147
14615,CP18-4282
14616,Ho18-9230
14617,CP12-1468
14618,CP10-1285
14619,CP92-1561
14620,CP04-2179
14621,CP16-4091
14622,NG28-0023
14623,CP16-1076
35728,CP99-1708
35729,CP10-2174
35730,CP16-1032
35731,CP92-1462
35732,CP04-1144
35733,CP94-1708
35734,HoCP94-0824
35735,CL88-5189
35736,CP98-2058
35737,CP09-1894
35738,CPCL01-6423
35739,L96-0094
35741,CP96-1449
35742,02P11
35743,CP00-1289
35740,Ho03-0080
13504,L66-0048
13505,CPCL06-3385
13506,Ho20-9010
13507,CP98-1908
13509,CP96-1246
13510,CP14-2286
13511,CP97-1081
13512,CP98-2009
13513,CP12-2326
13514,CP92-1103
13515,CP92-1657
13517,HoCP95-0912
13518,CP11-2017
13519,CP02-2076
13508,CP96-1005
13516,CP10-1849
18448,CP19-1170
18449,CP16-2091
18450,CP16-1162
18451,CP15-2265
18452,CP16-4921
18453,CP19-1589
18454,CP93-1392
18455,CP00-1640
18456,CP02-1908
18457,CP04-1943
18458,CP94-1678
18459,CP04-1075
18460,CP99-1241
18461,CP15-1168
18462,CP06-2678
18463,CP97-1212
26608,CP16-1473
26609,CP13-2371
26610,CP19-4038
26611,CP16-4444
26612,CP19-1084
26613,CP01-2516
26614,CP04-1287
26615,CP89-0814
26616,CP03-2225
26617,CP14-2526
26618,CP96-1555
26619,CP19-1743
26620,CP12-1932
26621,CP12-1197
26622,CP01-2254
26623,CP63-0369
32896,CP92-1420
32897,CP09-1311
32898,CP10-2348
32899,CP96-1905
32900,CP16-1778
32901,CP07-2661
32902,Ho11-0514
32904,CP09-2081
32905,CP07-1491
32906,CP02-1315
32907,CP99-1967
32908,CP12-1419
32910,CP17-1332
32911,CP15-1776
32903,CP90-0988
32909,CP16-1008
22576,CP13-2421
22577,CP01-1133
22578,Ho12-9052
22579,Ho17-9145
22580,CPCL06-3219
22581,CP17-1670
22582,CP17-2380
22583,CP01-2178
22584,Ho16-9008
22585,CP12-1747
22586,L20-0031
22587,HoCP96-0556
22588,Ho09-9124
22589,LCP82-0043
22590,CL92-5431
22591,CP06-2657
3664,CP96-1017
3665,CP91-2390
3666,CP16-2002
3667,CP00-1645
3668,CPCL14-4125
3669,CP86-1967
3670,CP95-1391
3671,Toledo
3672,CP09-2245
3673,CP15-1501
3674,CP09-1719
3675,CP16-1012
3676,CP93-1694
3677,CP14-1205
3678,CP00-1284
3679,CP19-1427
32000,CP12-2231
32001,CP09-2386
32002,CP01-2456
32003,CP96-1908
32004,CP97-1673
32005,CP98-1046
32007,CP94-2038
32008,CP17-1038
32009,L06-0034
32010,CP01-1498
32011,CP98-1110
32012,CP96-1648
32013,CP98-1044
32014,CP96-1170
32015,CP95-1483
32006,CP16-2166
16016,CP93-1522
16017,CP06-2614
16018,CP15-4217
16019,CP99-1119
16020,CP09-1889
16021,CP95-1003
16022,CP15-1279
16023,CP12-1377
16024,CP12-1080
16025,CP14-1117
16026,CP09-2127
16027,CP17-1621
16028,SES84-0058
16029,HoCP03-0760
16030,CP11-1669
16031,CP96-1671
3232,CP19-1651
3233,CP19-1398
3234,HoCP98-0752
3235,CP17-1894
3236,CP19-2082
3237,CP01-1123
3238,CP17-1701
3239,CP94-1902
3240,CP16-1104
3241,CP18-4483
3242,CP01-2116
3243,CP17-1919
3244,CP15-4324
3245,CP99-1717
3246,CP14-1457
3247,CP98-1294
30977,CP96-1319
30978,CP14-1355
30979,CP10-1491
30980,CP16-2047
30981,CP10-2306
30982,CP97-1729
30983,TCP02-4581
30984,CP17-4214
30985,CP95-1865
30986,CP18-1801
30987,CP97-1703
30988,CP12-1904
30990,CP18-1383
30991,CP17-2143
30976,CP09-1192
30989,CP00-1900
15856,CP18-1395
15857,CP06-2616
15858,CP02-2521
15859,CP16-1537
15860,CP94-1788
15861,CP13-1267
15862,CP17-1681
15863,L75-0024
15864,CP12-1761
15865,CP08-1524
15866,CP14-4208
15867,HoCP19-0958
15868,CPCL14-4131
15869,CP16-4147
15870,CP01-1457
15871,CP11-2520
30896,CP16-4276
30897,CP07-1605
30898,L12-0211
30899,CP04-2158
30900,Ho01-0038
30902,CP15-4348
30903,CP09-2358
30904,CP13-1726
30905,CP16-1893
30906,CP16-1010
30907,06P02
30908,CP98-1079
30909,CP06-2651
30910,97P14
30911,L96-0092
30901,CP19-1956
11568,CP91-1042
11569,CP93-1272
11570,CP03-2311
11571,CP19-1223
11572,CP00-1627
11573,CP92-1619
11574,CP00-1079
11575,CP11-1685
11576,CP18-2087
11577,CP98-2029
11578,CP93-1081
11579,CP18-4371
11580,CP12-2328
11581,CP16-4102
11582,CP16-4487
11583,L20-0070
34512,CP94-2122
34513,CP00-1081
34514,Ho03-0041
34515,CP82-0534
34516,CP99-1815
34517,CPCL02-6122
34518,CP95-1927
34519,CP09-2176
34520,CP02-1355
34521,CP02-1958
34522,CP10-2347
34523,Ho99-0006
34524,CP12-2087
34526,Ho16-9045
34527,CP97-1155
34525,CP04-1072
31872,CP04-1154
31873,CP15-2529
31875,CP98-1282
31876,CP06-2577
31877,CP18-1048
31878,CP15-1798
31879,CP12-1976
31880,CP06-2314
31881,LCP86-0470
31882,CPCL02-7440
31883,CP96-1691
31884,Ba11569
31885,CP11-2256
31886,CP17-4363
31887,CP19-1502
31874,CP04-1364
34688,CP18-4351
34689,CP10-1661
34690,CP95-2022
34691,CP03-1595
34692,CP03-1647
34693,HoCP95-0915
34694,CP10-2119
34695,CP14-1648
34696,CP93-1565
34697,CP17-1922
34698,LCP85-0382
34699,CP14-1984
34700,CP03-2240
34701,CP92-1140
34702,CP13-1530
34703,CP16-2008
720,CP64-0326
721,CP93-1363
722,CP06-2058
723,CP94-1264
724,CPCL08-2274
725,CP98-1055
726,CP19-2255
727,CP02-1462
728,CP12-2038
729,CP19-2340
730,CP06-2134
731,CP16-1079
732,CP17-4780
733,CP17-1910
734,CP83-0649
735,L96-0091
31712,CP15-4742
31713,CP99-1899
31714,Ho06-9002
31715,CP94-2145
31716,CP03-1640
31717,CP15-1178
31718,CP13-1896
31720,CP12-1594
31721,CP99-2015
31722,CPCL06-3454
31723,CP11-1819
31724,CP07-2314
31725,CP11-1721
31726,CP15-1743
31727,CP09-2025
31719,L68-0020
14032,CP15-1082
14033,CP15-1733
14034,CP94-1962
14035,HoCP20-0546
14037,CP18-4693
14038,CP97-2076
14039,CP12-1201
14040,CP01-2367
14042,CP17-4297
14043,CPCL01-7214
14044,CP98-1214
14045,CP10-1308
14046,CP96-1904
14047,CP15-2170
14036,CP94-1171
14041,CP95-1259
32752,CP15-1208
32753,CP12-1940
32754,CP11-2351
32756,CP88-2030
32757,Ho06-0552
32758,CP02-1489
32759,CP04-1266
32760,CP12-1366
32761,CP99-1700
32762,CP55-0022
32763,CP14-1134
32764,CPCL06-8006
32765,CP01-1884
32766,CP09-2186
32767,CP92-1512
32755,CP02-1268
23248,CP13-2016
23249,LCP87-0014
23250,CP06-2872
23251,CP94-1091
23253,CP96-1307
23254,CP17-1528
23255,CP17-4039
23256,CP11-2071
23257,CP17-2245
23258,CP15-4485
23259,CP13-1740
23260,L10-0158
23261,Ho12-0621
23262,L99-0241
23252,H53-3989
23263,CP17-1253
27648,CP17-1392
27649,CP14-1885
27650,CP18-1011
27651,HoCP15-0536
27652,CP93-1535
27653,CP19-2207
27654,CP91-1036
27655,CP99-2037
27656,CP02-1251
27658,CP01-1043
27659,CP02-2197
27661,CP18-1493
27662,CP17-1865
27663,HoCP04-0851
27657,CP03-1580
27660,CP02-1853
20320,CP95-1947
20321,CP96-1865
20322,LCP85-0306
20323,CP14-2438
20324,CP17-2081
20325,CP12-2112
20326,CPCL05-1337
20327,CP10-1073
20328,CP99-1801
20329,CP97-1619
20330,CP98-1208
20331,CP95-1499
20332,L04-0420
20333,CP10-1259
20334,CP09-2234
20335,CP19-1286
24336,Ho06-0522
24337,CP16-1543
24338,CP03-1990
24339,Ho73-0020
24340,CP02-1736
24341,CP18-2289
24342,CP11-2331
24343,LCP82-0077
24344,CP14-4327
24345,CP93-1576
24346,CP44-0051
24347,CP10-2137
24348,CP96-1877
24349,CP97-2188
24350,CP14-2261
24351,CP17-1609
12912,CP00-1553
12913,CP03-1079
12914,CP17-1495
12915,CP15-1705
12916,CP13-2448
12917,CP04-1374
12918,CP15-2215
12919,CP19-2457
12920,CP16-2501
12921,CP98-1314
12922,CP10-1283
12923,CP10-1666
12924,CP17-2139
12925,CP95-1749
12926,CPCL02-2784
12927,RSB90-0022
32704,CP19-1640
32705,CPCL02-7307
32706,CP14-4470
32707,Ho05-9042
32708,CP07-2582
32709,US95-1053
32711,HoCP20-0526
32712,CP06-2316
32714,CP14-1109
32715,CP92-1721
32716,CP88-0727
32717,CP98-2032
32718,CP19-4552
32719,CP13-1836
32710,Ho07-9001
32713,Ho10-9217
29633,Ho16-9028
29634,Ho15-9362
29635,CP10-1895
29636,CP14-2308
29637,CP99-2102
29638,CP03-2384
29639,HoCP18-0840
29640,CP04-1369
29641,CP13-1917
29642,CP14-4265
29644,CP13-2084
29645,CP17-1526
29646,CP02-1931
29647,L74-0072
29632,CP09-1623
29643,CP10-1390
12192,CP95-1321
12193,CP91-1310
12194,MPTH97-0213
12195,CP99-1622
12196,CP94-1847
12197,CP14-1919
12198,CP11-2007
12199,CP12-1444
12201,US15-1242
12202,CP14-2494
12203,CP17-4786
12204,CP11-1537
12205,Ho03-0122
12200,CP19-4670
12206,CP12-1273
12207,CP15-2473
28065,CP18-1029
28066,CP19-4225
28067,POLY00-6
28068,CP91-0565
28070,CP03-2108
28071,CP19-1692
28072,CP16-2218
28073,CP93-1641
28074,CP14-1478
28075,CP14-4451
28076,CP17-1030
28077,CP18-1838
28078,CP06-2786
28064,CP11-1209
28069,CP11-2133
28079,CP00-1015
10720,CP15-2257
10721,CP95-1434
10722,CP02-1376
10723,Ho18-9208
10724,CP17-4789
10725,CP99-1027
10726,CP00-1975
10727,CP18-1254
10728,CP17-1399
10729,HoCP04-0833
10730,CPCL02-7498
10731,HoCP98-0738
10732,CP94-1587
10733,CP13-1613
10734,HoCP20-0532
10735,CP18-1934
16736,CP19-1315
16737,CP12-1886
16738,CP15-1596
16739,CP19-2428
16741,CP17-4093
16742,CP11-1467
16743,CP13-1130
16745,CP68-0361
16746,CP16-1752
16747,CP95-1049
16748,CP13-1583
16749,CP95-1468
16750,CP11-1848
16751,CP00-1556
16740,Ho14-0908
16744,CP13-1825
16512,CP09-1077
16513,CP10-1555
16514,CP06-2668
16515,CP14-4296
16516,CP10-1702
16517,CP18-4180
16518,CP17-4244
16519,CP16-1885
16520,AFRI15-0011
16521,L18-0453
16522,L95-0490
16523,CP19-1522
16524,CP04-1194
16525,CP92-1154
16526,CP99-1055
16527,CP07-2180
34336,CP14-2208
34337,L78-0063
34338,CP13-2440
34339,CP14-2147
34340,Ho11-9312
34341,CP03-2465
34342,CP15-2153
34344,CP15-4354
34345,L10-0154
34346,Ho90-0009
34347,CP99-1670
34348,CP18-2275
34349,CP11-1944
34350,CP66-0436
34351,CP11-1646
34343,CP02-1217
31328,CPCL06-3471
31329,CP00-2066
31330,HoCP16-0672
31331,CP13-2340
31332,CP93-1031
31333,CP17-1685
31334,CPCL05-1279
31335,CPCL06-3169
31336,CP02-1175
31337,Ho17-9124
31338,CP93-1424
31339,CP14-2339
31341,CP18-2302
31342,CP14-2448
31343,CP18-1206
31340,CP97-1132
22128,CP17-1169
22129,CP99-1157
22130,CP19-1274
22131,CP01-1603
22132,CP00-1954
22133,CP17-2355
22134,CP93-1720
22135,CP90-0954
22136,HoCP97-0619
22137,CP96-1459
22138,CP04-2074
22139,CPCL02-2607
22140,CP18-4022
22141,CP17-1524
22142,CP79-0336
22143,CP02-1479
27360,CP97-1232
27361,CPCL02-2820
27362,CP11-1332
27363,CP11-1888
27364,CP18-1384
27365,CP19-4487
27366,TCP00-4506
27367,HoCP95-0925
27368,CP03-2238
27369,CP11-2399
27370,CP27-0108
27371,CP96-1913
27372,CP03-1409
27373,CP15-1639
27374,CP15-1764
27375,CP53-0076
14016,CP14-2385
14017,CPCL05-1116
14018,CP15-2321
14019,CP09-1969
14021,CP15-4497
14022,CP02-1677
14023,CP14-2566
14024,L96-0020
14026,CPCL01-7298
14027,CP12-1794
14029,CP11-1694
14030,CP04-1124
14031,CP04-1174
14020,CP06-2858
14025,CP98-1858
14028,CP11-1191
12432,CP15-2487
12433,CP02-1881
12434,CP97-1871
12435,CP00-1341
12436,L20-0029
12437,CP01-1031
12438,L62-0136
12439,CP15-4078
12440,CP18-2245
12441,CP16-1182
12442,CP13-2243
12443,CP97-1635
12444,Ho15-0935
12445,CP09-2177
12446,CP16-1135
12447,CP86-1705
27536,CP18-1513
27537,CP95-1100
27538,CP15-1227
27539,L92-0329
27540,CP12-1741
27541,CP16-4463
27542,CP12-1003
27544,CP01-1297
27545,CP14-1609
27546,CP09-1659
27547,CP07-1924
27548,CP13-2325
27549,CP00-2128
27551,CP98-1804
27543,CP19-1889
27550,CP17-1075
34496,Ho20-9008
34497,CP16-4670
34498,CPCL06-3363
34499,CP09-1330
34500,CP09-1823
34501,CP01-2524
34502,CP19-2362
34503,CP03-1853
34504,CP09-1878
34505,CP98-1364
34506,CP00-1165
34507,CP00-2172
34509,CP00-1189
34510,CP10-1175
34511,CP09-1696
34508,CP18-1618
12784,CP19-2273
12785,CP15-1571
12786,CP11-1921
12787,CP14-4259
12788,CP94-2000
12789,L99-0226
12790,CP19-2261
12791,CP00-1987
12792,HoCP05-0914
12793,CP01-1178
12794,Ho10-9237
12795,CP07-2447
12796,CP95-1181
12797,CP01-1739
12798,HB99-0044
12799,CP11-1218
34864,CP00-1681
34865,CP15-1512
34866,HoCP94-0815
34867,CP16-4043
34868,MOL6063
34869,CP17-4302
34871,CP10-1706
34872,CP09-1932
34873,CP07-2089
34874,CP00-2009
34875,CP18-1032
34876,CP03-2082
