,partition,vertex
11124,34,CP93-1600
11125,3,Ho11-9404
11126,2,CP01-1360
11127,9,CP16-1472
11128,8,CP19-1085
11129,18,CP16-2165
11130,0,L20-0035
11131,18,CP16-4449
11132,20,CP14-2109
11133,18,CP18-1137
11134,5,CP01-1506
11135,18,CP19-1900
11136,0,Ho94-0009
11137,0,Ho91-0008
11138,3,CP86-0919
11139,3,Bourne35-9
11140,1,US95-1035
11141,3,H34-1874
11142,26,B45151
11143,36,Co299
11144,3,HoCP98-0770
11145,3,H41-3620
11146,3,HoCP95-0944
11147,3,CP78-1140
11148,3,CP65-0392
11149,3,CL66-0141
11150,22,97P16
11151,3,CP71-0326
11152,8,CP15-1995
11153,6,CP09-1898
11154,9,CP12-1773
11155,5,CP19-4476
11156,0,L04-0427
11157,7,CP15-1174
11158,7,CP17-1597
11159,8,CP19-2136
11160,18,CP19-4725
11161,2,CP06-2444
11162,2,CP05-1555
11163,6,CP10-1239
11164,27,CP02-1067
11165,4,CP05-1733
11166,2,CP01-1825
11167,1,CP99-1648
11168,7,CP14-1859
11169,7,CP14-1289
11170,8,CP02-2414
11171,19,CP15-2508
11172,19,CP17-1049
11173,6,CP07-1126
11174,27,CP98-1607
11175,3,L96-0057
11176,14,CP97-2060
11177,0,Ho19-9334
11178,7,CP17-1164
11179,2,CP99-1913
11180,16,CP15-1786
11181,8,CP18-1016
11182,16,CP14-1617
11183,0,CP93-1550
11184,8,CP16-1445
11185,20,CP12-1561
11186,25,CP14-1543
11187,9,CP16-1471
11188,0,CP97-2085
11189,7,CP19-4427
11190,2,CP02-2306
11191,5,CP95-1271
11192,10,CP16-1811
11193,0,CP15-2548
11194,35,CP95-1532
11195,1,CP97-1487
11196,19,CP11-2232
11197,7,CP13-1991
11198,0,L03-0397
11199,3,CP75-0344
11200,0,L07-0049
11201,6,CP18-1914
11202,19,CP15-2528
11203,7,CP14-2382
11204,7,CP07-2391
11205,12,CP06-2326
11206,25,CP13-1034
11207,0,HoCP03-0724
11208,12,CP09-2055
11209,7,CP16-1350
11210,26,CP98-1331
11211,17,CP91-1368
11212,17,CP99-1689
11213,8,CP19-1156
11214,4,CP03-2210
11215,0,Ho13-9132
11216,6,CPCL05-1793
11217,0,CP98-1443
11218,7,CP18-4298
11219,7,CP14-4245
11220,28,CP14-1765
11221,21,CP03-1280
11222,4,CP03-2222
11223,8,CP19-2249
11224,25,CP19-1413
11225,8,CP15-4380
11226,2,CP00-1234
11227,2,CP04-1818
11228,25,CP18-1282
11229,7,CP15-4494
11230,2,CP15-4606
11231,27,CP97-1939
11232,2,CP04-1107
11233,12,CPCL13-4046
11234,16,CP13-2231
11235,1,CP92-1860
11236,15,CP03-2207
11237,16,CP14-2198
11238,16,CP14-4587
11239,4,CP04-1885
11240,0,L05-0473
11241,5,CP95-1682
11242,3,L78-0067
11243,10,CP09-2181
11244,20,CP12-1491
11245,18,CP17-1889
11246,12,CPCL05-1110
11247,10,CP90-1528
11248,4,CP03-2145
11249,10,CP16-1914
11250,8,CP18-4115
11251,14,CP01-2318
11252,1,CP97-1014
11253,20,CP12-1600
11254,9,CP09-2238
11255,3,Ho04-9108
11256,8,CP17-1276
11257,9,CP18-1510
11258,2,CP01-1909
11259,4,CP04-1475
11260,19,CP13-1990
11261,20,CP11-1664
11262,15,CP14-2056
11263,0,Ho05-9043
11264,16,CP14-2192
11265,27,CP97-1677
11266,8,CP07-1021
11267,12,CP11-1613
11268,18,CP16-4692
11269,1,CP97-1259
11270,0,L12-0198
11271,2,CPCL02-0585
11272,16,CP15-1358
11273,22,CP96-1659
11274,5,CP01-2559
11275,7,CP16-1542
11276,21,CP96-1835
11277,5,CP95-1069
11278,19,CP13-1981
11279,22,CP98-1043
11280,18,CP16-2213
11281,3,Ho96-0008
11282,7,CP08-1013
11283,27,CP97-1413
11284,28,CP14-1843
11285,16,CP14-1568
11286,0,Ho06-9016
11287,20,Mix 07 V
11288,18,CP19-4391
11289,5,CP99-1611
11290,3,CP80-0319
11291,6,CP10-2212
11292,15,CP06-2770
11293,6,CP12-1481
11294,2,CP15-2356
11295,33,CP97-2189
11296,18,CP17-4847
11297,12,CP06-2320
11298,8,CP16-1384
11299,20,CP10-1315
11300,8,CP16-1323
11301,2,CP03-1085
11302,6,CP12-1572
11303,26,CP99-1568
11304,21,CP06-2908
11305,21,CP01-1893
11306,27,CP97-2062
11307,10,CP15-2312
11308,2,CPCL06-3251
11309,3,Ho01-0001
11310,22,CP03-1124
11311,1,CP00-1896
11312,2,CP04-1416
11313,7,CP12-1180
11314,24,CPCL02-0080
11315,17,HoCP95-0962
11316,0,CP03-2097
11317,3,L95-0492
11318,1,CP96-1321
11319,5,CP93-1687
11320,6,CP11-2325
11321,0,HoCP99-0834
11322,23,CP11-1717
11323,8,CP17-1316
11324,18,CP16-2171
11325,17,CP94-1426
11326,0,Ho10-9238
11327,2,CP01-2259
11328,5,CP94-2083
11329,1,CP00-1637
11330,5,CP90-1373
11331,12,CP12-1055
11332,15,CP92-1889
11333,7,CP14-4496
11334,3,L92-0323
11335,9,CP13-2404
11336,1,CP97-1321
11337,20,CP12-2014
11338,12,CL01-8014
11339,2,CP14-2281
11340,13,CPCL14-4055
11341,2,CP97-1427
11342,14,CP02-1835
11343,13,CP03-2244
11344,0,L93-0366
11345,19,CP09-1213
11346,19,CP07-1351
11347,8,CP19-1798
11348,1,CP00-1417
11349,21,CP03-1279
11350,18,CP15-2310
11351,17,CP99-1600
11352,0,L18-0450
11353,14,CP03-1810
11354,18,CP19-1461
11355,6,CP11-1680
11356,8,CP13-1311
11357,5,CP96-1360
11358,12,CP09-1657
11359,4,CP03-2229
11360,6,CP12-2215
11361,0,CP16-4801
11362,1,CP91-1500
11363,25,CP12-1135
11364,12,CP07-1995
11365,0,HoCP20-0572
11366,9,CP13-2287
11367,5,CP94-1462
11368,1,CP00-1023
11369,0,HoCP96-0545
11370,1,CP97-1303
11371,25,CP12-2244
11372,27,CP97-1986
11373,1,CP94-1018
11374,18,CP14-2417
11375,2,CP03-1420
11376,20,CP12-1310
11377,0,CP06-2015
11378,16,CP19-4088
11379,10,CP16-2426
11380,2,CP00-1699
11381,7,CP16-4240
11382,18,CP17-4693
11383,4,CP06-2661
11384,33,CP97-2141
11385,8,CP16-4163
11386,16,CP09-2228
11387,10,CP90-1600
11388,9,CP13-1886
11389,2,CP94-1947
11390,7,CPCL02-7457
11391,0,HoCP20-0571
11392,0,Ho11-0528
11393,4,01P08
11394,1,CP95-2203
11395,8,CL95-1758
11396,9,CP02-1987
11397,20,CP88-1162
11398,3,CP55-0038
11399,6,CP98-1893
11400,3,CP57-0526
11401,3,CL47-0143
11402,17,CP94-1819
11403,0,Ho07-9848
11404,0,CL02-8137
11405,9,CP03-1249
11406,0,L11-0172
11407,0,CP80-0329
11408,10,CP15-1863
11409,9,CP02-1774
11410,9,CP00-1080
11411,7,CP18-4621
11412,5,CP98-1018
11413,18,CP16-4424
11414,6,CP09-1601
11415,16,CP13-2229
11416,0,Ho98-0009
11417,7,CP18-1197
11418,28,CP14-4457
11419,3,L95-0472
11420,0,HoCP05-0959
11421,33,CP97-2210
11422,10,CP95-2157
11423,1,CP02-1638
11424,12,Mix 08-I
11425,3,CP62-0221
11426,3,CP53-0039
11427,0,HoCP99-0839
11428,0,L01-0315
11429,3,L00-0273
11430,3,L55-0013
11431,3,CP87-0668
11432,0,HoCP10-0929
11433,17,CP88-2023
11434,3,LCP87-0017
11435,0,L09-0123
11436,36,POJ0100
11437,3,HoCP00-0960
11438,5,CP89-2365
11439,0,Ho13-9113
11440,13,CPCL02-1619
11441,26,CP99-1343
11442,16,CP14-1622
11443,16,CP14-1034
11444,3,CP58-0002
11445,5,CP93-1056
11446,17,CP96-1435
11447,0,Ho02-0097
11448,6,CP10-1587
11449,12,CP09-1695
11450,16,CP13-2174
11451,11,CP03-1143
11452,6,CP07-1580
11453,11,CP95-1244
11454,5,CP03-1477
11455,8,CP16-1307
11456,22,CP99-1102
11457,9,CP10-2502
11458,9,CP13-2487
11459,27,CP97-1675
11460,7,CP15-2539
11461,2,CP94-2050
11462,8,CP19-1797
11463,12,CP07-1954
11464,29,CP18-1765
11465,2,CP01-2111
11466,7,CP19-4239
11467,7,CP15-4483
11468,18,CP17-4230
11469,0,HoCP17-0703
11470,19,CP18-1464
11471,3,CP90-0920
11472,7,CP15-2102
11473,13,CP13-2215
11474,18,CP16-4433
11475,10,CP16-1807
11476,21,CP01-2269
11477,28,CP15-1073
11478,7,CP16-1147
11479,12,CP10-2247
11480,7,CP16-1413
11481,16,CPCL02-6117
11482,2,CP00-2046
11483,12,CP11-1174
11484,0,HoCP22-717
11485,2,CP02-1382
11486,0,CP11-2062
11487,0,Ho05-9044
11488,26,CP98-1211
11489,17,CP98-2099
11490,1,CP03-1935
11491,31,CP06-2505
11492,3,L89-0119
11493,17,CP97-1088
11494,18,CP17-4781
11495,0,HoCP96-0546
11496,7,CP09-1822
11497,1,CP97-1550
11498,7,CP15-4419
11499,18,CP15-1675
11500,21,CP01-1928
11501,1,CP00-1689
11502,18,CP17-4690
11503,1,CP98-1420
11504,3,CP79-0348
11505,4,CP98-1119
11506,6,CPCL96-2061
11507,17,CP90-1535
11508,21,CP92-1435
11509,26,CP90-1030
11510,21,CP97-1387
11511,6,Mix 08-1R
11512,3,CP62-0258
11513,7,CP00-1301
11514,17,CP89-1945
11515,12,CL85-2154
11516,7,POLY13-007
11517,18,CP07-1746
11518,13,CP06-2214
11519,18,CP10-1208
11520,2,CP11-1581
11521,12,CP11-1123
11522,9,CPCL06-3364
11523,6,CP10-1668
11524,18,CP15-1831
11525,3,CP89-0838
11526,14,CP99-1732
11527,11,CP01-1115
11528,27,CP99-1725
11529,23,CP13-2370
11530,4,CP06-2604
11531,7,CP14-2518
11532,3,CP93-1496
11533,2,CP99-1706
11534,35,HoCP95-0918
11535,5,CP13-1949
11536,0,Ho06-9608
11537,0,HoCP14-0830
11538,12,CL82-1424
11539,3,Ho94-0028
11540,2,POLY07-09
11541,3,Ho91-0010
11542,0,Ho94-0854
11543,0,Ho11-9346
11544,3,CP59-0050
11545,0,HoCP11-0541
11546,0,HoCP02-0622
11547,54,CL85-0853
11548,0,HoCP02-0631
11549,3,CP72-0374
11550,0,Ho09-9145
11551,3,US90-1019
11552,6,CP09-1527
11553,7,CP16-1970
11554,4,CPCL01-7072
11555,5,CP98-1933
11556,0,Ho12-9009
11557,18,CP10-2017
11558,7,CP16-1062
11559,7,CP18-1553
11560,2,CP03-2322
11561,19,CP18-2441
11562,15,CP92-1199
11563,0,Ho18-9218
11564,1,CP97-1863
11565,2,CP00-1786
11566,9,CP15-1309
11567,19,CP13-1984
11568,22,CP99-1294
11569,1,CP98-1353
11570,25,CP17-1727
11571,2,CP02-1510
11572,5,CP94-1563
11573,19,CP17-1996
11574,3,CP71-0337
11575,10,CP12-2265
11576,13,CPCL14-4044
11577,6,CP11-1161
11578,16,CP14-1574
11579,9,CPCL02-0307
11580,4,CP06-2752
11581,2,CP01-1281
11582,4,CP06-2553
11583,6,CP11-1550
11584,8,CP14-1943
11585,5,CP95-1158
11586,7,CP16-4087
11587,1,CP97-1799
11588,25,CP14-1639
11589,14,CP92-1433
11590,0,L00-0264
11591,16,CP14-1030
11592,8,CP18-1005
11593,33,CP97-2135
11594,0,Ho15-0974
11595,17,CP91-1006
11596,6,CP10-1974
11597,17,CP01-1597
11598,26,CP99-1331
11599,18,CP19-2228
11600,3,L72-0035
11601,3,CP84-0741
11602,8,CP06-3128
11603,0,CP17-2230
11604,19,CP16-2412
11605,5,CP97-2503
11606,8,CP17-2338
11607,20,CP14-2113
11608,12,CP06-2315
11609,15,CP96-1395
11610,5,CP95-1991
11611,17,CP01-1571
11612,3,HoCP97-0645
11613,2,CP19-4655
11614,18,CP15-4690
11615,19,CP11-2058
11616,8,CP18-4127
11617,0,CP18-1750
11618,2,CP08-1086
11619,9,CP13-1911
11620,0,L96-0051
11621,29,CP18-1757
11622,20,CP10-1796
11623,1,CP99-1166
11624,7,CP18-1219
11625,27,CP11-2347
11626,1,CP12-1829
11627,9,CP13-2391
11628,8,CP13-1812
11629,18,CP15-2491
11630,2,CP04-2196
11631,2,CP00-1013
11632,10,CP19-1188
11633,21,CP03-2026
11634,1,CP00-1997
11635,18,CP19-4841
11636,16,CP14-1570
11637,7,CP18-4658
11638,0,HoL15-0560
11639,1,CP93-1648
11640,1,CP01-1458
11641,7,CP14-1664
11642,23,CP13-1755
11643,5,CP93-1480
11644,4,CP04-1636
11645,7,CP14-4605
11646,2,CP02-1609
11647,7,CP14-1039
11648,2,US94-1049
11649,9,CP08-1157
11650,3,CP63-0588
11651,0,CP88-0757
11652,7,Mix 08-J
11653,18,ISD24
11654,25,CPCL02-8001
11655,30,TCP93-4245
11656,0,Ho80-0024
11657,2,TCP93-3595
11658,5,CP89-2375
11659,5,CP89-2362
11660,0,HoCP05-0902
11661,0,HoCP08-0726
11662,3,CP84-0755
11663,2,CP92-1684
11664,6,CP10-1625
11665,14,CP02-1868
11666,5,CP94-1497
11667,11,CP94-1328
11668,2,CP12-1816
11669,0,Ho18-9226
11670,16,CP12-2148
11671,0,HoCP05-0913
11672,19,CP12-2104
11673,9,CP16-1441
11674,17,CP91-1248
11675,21,CP02-1527
11676,7,CP15-4289
11677,6,CP09-1468
11678,5,CP96-1077
11679,7,CP17-4555
11680,0,Ho05-0936
11681,36,GreenSport
11682,3,US66-4-3
11683,8,CL76-0332
11684,0,Ho14-9203
11685,3,L93-0391
11686,43,H56-0848
11687,47,US95-1112
11688,0,Ho04-9042
11689,0,Ho07-0604
11690,3,Ho91-0021
11691,3,Ho78-0017
11692,3,Ho78-0006
11693,3,Ho87-0013
11694,0,Ho03-0031
11695,3,IA1583
11696,1,CP97-1574
11697,12,CP09-2220
11698,6,CP13-1781
11699,5,CP94-1064
11700,18,CP16-1823
11701,0,L98-0165
11702,0,CP12-2429
11703,8,CP18-1004
11704,0,Ho13-9156
11705,4,CP03-2230
11706,3,CP89-0860
11707,7,CP16-2476
11708,2,CP04-1170
11709,17,CP02-2233
11710,24,CPCL02-0512
11711,11,CP06-3054
11712,8,CP17-1962
11713,1,CP98-1296
11714,1,CP00-2113
11715,7,CP14-1318
11716,7,CP15-4731
11717,5,CP95-1220
11718,17,CP93-1538
11719,6,CP07-2313
11720,0,HoL15-0502
11721,0,L01-0311
11722,5,CP95-1381
11723,17,CP92-1791
11724,2,CP02-1592
11725,8,CP18-2342
11726,6,CP10-1142
11727,0,CP09-1445
11728,5,CP93-1655
11729,1,CP14-2285
11730,18,CP16-1831
11731,19,CP13-1060
11732,10,CP16-4553
11733,14,CP02-1807
11734,18,CP15-4573
11735,1,CP98-1049
11736,14,CP00-1089
11737,11,CP11-1631
11738,3,CP69-0311
11739,8,CP16-1272
11740,4,CP04-2138
11741,26,Ho03-0120
11742,27,CP96-1590
11743,4,CP06-2688
11744,7,CP18-4717
11745,5,CP95-1224
11746,2,CP07-1665
11747,10,CP09-1455
11748,6,CP11-1644
11749,3,CP95-2320
11750,13,CP04-1157
11751,12,CP15-1633
11752,13,CP12-1766
11753,7,CP16-4233
11754,2,CP03-2335
11755,0,HoCP22-724
11756,32,CP95-2012
11757,2,CP06-2402
11758,9,CP13-1742
11759,2,CP00-1290
11760,14,CP02-1866
11761,21,CP06-2835
11762,19,CP16-4602
11763,0,HoCP18-0847
11764,20,CP10-1314
11765,2,CP17-1543
11766,7,CP14-1475
11767,1,CP99-1620
11768,9,CPCL01-6812
11769,17,CP92-1223
11770,17,CP91-1448
11771,18,CP16-1999
11772,9,CP09-2279
11773,25,CP12-1428
11774,2,CP03-1594
11775,1,CP99-1423
11776,9,CP13-1259
11777,7,CP14-1306
11778,4,CP04-1701
11779,3,Ho88-0004
11780,18,CP14-2210
11781,15,CP94-1237
11782,20,CP11-1280
11783,18,CP19-1542
11784,10,CP16-2111
11785,21,CP01-1218
11786,0,L03-0380
11787,11,CP90-1405
11788,9,CP18-1506
11789,2,CP02-1189
11790,8,CP15-4870
11791,19,CP18-2431
11792,4,CP04-1355
11793,4,CP03-2463
11794,2,CP02-1223
11795,18,CP18-1420
11796,0,CP11-2068
11797,20,CP11-2029
11798,1,CP99-1909
11799,5,CP95-1803
11800,12,CP06-2333
11801,12,CP15-1450
11802,19,CP10-1856
11803,27,CP96-1593
11804,2,POLY00-7
11805,1,CP98-1953
11806,7,CP15-4860
11807,2,CP94-1964
11808,1,CP87-1743
11809,3,CP84-3266
11810,3,CP88-0765
11811,3,US65-0064-0045
11812,0,Ho10-9247
11813,0,HoCP96-0569
11814,0,L92-0355
11815,1,US90-1093
11816,0,Ho11-9313
11817,39,Ho14-9231
11818,3,CP61-0023
11819,29,Ho13-9158
11820,0,HoCP14-0897
11821,42,PCA84-2
11822,5,US88-1024
11823,0,Ho10-9236
11824,22,CP94-1980
11825,17,CP86-1967
11826,5,CP91-2417
11827,3,CP77-0403
11828,18,Ho11-0573
11829,0,Ho08-0730
11830,0,Tainan
11831,5,CP85-1207
11832,8,POLY09-10
11833,2,TCP90-4087
11834,14,91P13
11835,33,LCP85-0336
11836,7,CP12-1342
11837,5,CP88-1196
11838,0,HoCP92-0648
11839,5,CP86-1830
11840,7,CP14-4251
11841,8,CP17-1285
11842,2,CP06-2140
11843,7,CP19-1321
11844,32,TCP00-4509
11845,2,CP02-2185
11846,18,CP19-2304
11847,29,CP18-1762
11848,2,CP03-2376
11849,2,CP93-1580
11850,3,L64-0048
11851,0,POLY08-11
11852,7,CP15-1507
11853,16,CP14-4446
11854,5,CP03-1519
11855,12,CP11-1134
11856,18,CP19-1259
11857,3,L95-0468
11858,7,CP15-1984
11859,0,CP15-4187
11860,8,CP14-1880
11861,20,CP10-1449
11862,18,CP16-2355
11863,21,CP01-2401
11864,28,CP15-1219
11865,23,CP13-2363
11866,14,CP93-1317
11867,18,CP19-1524
11868,0,CP07-1550
11869,7,CP18-4023
11870,8,CP04-1055
11871,18,CP16-4652
11872,1,CP91-2154
11873,0,Ho20-9059
11874,12,HoCP19-0944
11875,0,CPCL02-2026
11876,22,CP99-1149
11877,8,CP14-1709
11878,18,CP15-2425
11879,24,CPCL05-1295
11880,6,CP12-1576
11881,13,CP13-1514
11882,7,CP19-1369
11883,17,CP01-1594
11884,27,CP96-1118
11885,3,CP62-0250
11886,6,CP10-2330
11887,6,CP12-2336
11888,7,CP16-1352
11889,1,CP98-1393
11890,2,CP01-1826
11891,6,CP11-1591
11892,19,CP09-1221
11893,0,HoCP17-0711
11894,7,CP15-1127
11895,20,CP10-1331
11896,18,CP19-1450
11897,4,CP07-2489
11898,8,CP19-2418
11899,10,CP14-4233
11900,23,CP09-1766
11901,22,CP99-1322
11902,7,CP16-1217
11903,18,CP15-2420
11904,7,CP19-2054
11905,20,CP10-1028
11906,10,CP15-4502
11907,10,CP16-4562
11908,9,CP13-1694
11909,7,CP15-1139
11910,16,CP12-2154
11911,8,CP06-2871
11912,14,CP01-2117
11913,33,CP97-2151
11914,1,CP94-1271
11915,0,HoCP14-0891
11916,9,CP19-1148
11917,18,CP07-2283
11918,1,CP91-1459
11919,2,CP03-1003
11920,4,CP06-2068
11921,7,CP16-1539
11922,3,CP68-0338
11923,20,CP10-2000
11924,18,CP14-2211
11925,7,CP15-1284
11926,5,CP95-1676
11927,3,CP79-0326
11928,10,CP09-1070
11929,0,HoCP14-0876
11930,7,CP15-1235
11931,2,CP01-2262
11932,28,CP13-2042
11933,7,CP15-1131
11934,2,CP03-1661
11935,7,CP17-4465
11936,0,L07-0069
11937,12,CP09-1721
11938,16,CP11-1408
11939,2,CP14-2284
11940,8,CP18-4280
11941,19,CP16-4614
11942,2,CP97-1403
11943,7,CP13-2015
11944,19,CP10-2047
11945,0,HoCP22-736
11946,1,CP98-1899
11947,8,CP14-2359
11948,9,CP13-1410
11949,27,CP00-1425
11950,6,CP00-1164
11951,0,CP01-1933
11952,10,CP15-1885
11953,5,CP02-1030
11954,0,Ho13-9122
11955,22,CP99-1364
11956,1,CP14-2146
11957,16,CP19-4100
11958,7,CP17-4165
11959,2,CP11-1565
11960,8,CP19-2395
11961,5,CP93-1736
11962,24,CPCL02-0097
11963,7,CP14-1054
11964,5,CP17-4595
11965,9,CP12-1728
11966,10,CP12-2264
11967,0,HoCP22-722
11968,4,CP03-1287
11969,1,CP98-1084
11970,5,CP00-1659
11971,5,CP93-1188
11972,7,CP13-1664
11973,0,CP11-1479
11974,6,CP12-1323
11975,18,CP19-1451
11976,14,CP97-2072
11977,0,Ho03-0087
11978,1,CP98-1298
11979,15,CP06-2659
11980,21,CP02-1013
11981,0,HoCP05-0951
11982,4,CP04-2055
11983,10,CP16-4399
11984,14,CP93-1334
11985,8,CP18-1056
11986,27,CP96-1651
11987,1,CP98-1076
11988,3,L64-0001
11989,9,CP13-2403
11990,20,CP10-1305
11991,2,CP02-2077
11992,3,CP83-0623
11993,3,CP92-1814
11994,2,CP15-1372
11995,8,CP19-1650
11996,55,CP05-1689
11997,3,HoCP97-0695
11998,28,CP13-1346
11999,8,CP19-1961
12000,27,CP01-2394
12001,8,CP13-2070
12002,12,CP11-1790
12003,0,HoCP00-0920
12004,14,CP01-1184
12005,7,CP14-1352
12006,7,CP18-4634
12007,1,CP97-2086
12008,3,Ho76-0083
12009,3,CP92-0642
12010,1,CP00-1564
12011,15,CP93-1355
12012,9,CP09-2131
12013,4,CPCL05-1043
12014,5,CP94-1067
12015,2,CP04-1002
12016,10,CP15-1864
12017,18,CP17-2052
12018,17,CP19-1949
12019,24,CPCL02-0421
12020,11,CP03-1424
12021,18,CP16-1641
12022,18,CP15-1699
12023,0,CP12-2439
12024,7,CP13-1700
12025,4,CP14-2104
12026,6,CP10-1336
12027,18,CP18-2003
12028,25,CP12-1008
12029,4,CP06-2581
12030,5,CP94-1625
12031,3,CP58-0046
12032,5,CP01-1034
12033,16,CP13-2225
12034,3,CP68-0362
12035,3,L68-0071
12036,27,CP98-1596
12037,5,CP94-1507
12038,17,CP92-1774
12039,16,CP14-2453
12040,1,CP92-1654
12041,7,CP16-4838
12042,7,CP16-1431
12043,6,CP09-2000
12044,2,CP15-4126
12045,15,CP92-1187
12046,4,CP06-2920
12047,18,CP17-1576
12048,2,CP06-2445
12049,5,CP94-1155
12050,19,CP15-4851
12051,18,CP19-2188
12052,3,L00-0270
12053,10,CP16-1665
12054,7,CP15-1145
12055,8,CP03-2424
12056,17,CP99-1712
12057,7,CP17-4514
12058,12,CP13-1067
12059,7,CP12-1721
12060,23,CP13-1555
12061,6,CP12-2060
12062,5,CP96-1486
12063,0,CP03-2434
12064,3,CP66-0491
12065,22,Mix 08-1M
12066,0,HoCP00-0933
12067,0,13P12
12068,5,HoCP99-0871
12069,0,HB99-0006
12070,24,CL89-0616
12071,4,CL93-1121
12072,0,Ho12-9019
12073,0,Ho06-0561
12074,0,HB99-0060
12075,12,20P05
12076,12,6P05
12077,3,CP73-0321
12078,0,Ho11-9310
12079,0,Ho89-0012
12080,18,CP19-4364
12081,15,CP92-1147
12082,0,CP09-2254
12083,24,CPCL02-7445
12084,13,CP11-1538
12085,0,CP17-2183
12086,18,CP15-1666
12087,17,CP92-1002
12088,1,CP12-1827
12089,3,CP95-1988
12090,27,CP97-1696
12091,6,CP09-1961
12092,18,CP14-2175
12093,5,CP95-1157
12094,16,CP14-2471
12095,11,CP91-1314
12096,0,Ho18-9256
12097,0,HoCP15-0521
12098,1,CP02-1103
12099,7,CP16-4179
12100,6,CP12-2046
12101,17,CP95-1893
12102,22,CP99-1125
12103,2,CP02-1342
12104,7,CP13-1643
12105,0,CP17-1557
12106,17,CP97-1946
12107,28,CP15-1301
12108,2,CP03-2337
12109,5,CP94-1651
12110,1,CP90-1582
12111,11,CP01-1065
12112,5,CP94-1583
12113,28,CP15-4077
12114,11,CP01-1432
12115,9,CP12-1754
12116,25,CP14-1002
12117,0,Ho01-0030
12118,0,Ho16-0681
12119,18,CP16-2297
12120,17,CP95-1973
12121,1,CP02-1102
12122,5,CP95-1173
12123,2,CP01-1278
12124,9,CP15-1817
12125,1,CP99-2076
12126,19,CP16-1749
12127,18,CP15-2271
12128,11,CP03-1926
12129,7,CP14-2170
12130,4,CP06-2114
12131,0,Ho17-0735
12132,0,Ho17-0724
12133,22,CP99-1969
12134,22,CP00-2081
12135,6,CP10-1935
12136,7,CP19-1032
12137,3,L89-0104
12138,22,CP01-1997
12139,0,HoCP03-0751
12140,8,CP15-2099
12141,11,CP01-1794
12142,17,CP99-1471
12143,35,CP95-1516
12144,3,CP94-1935
12145,0,CP11-2306
12146,15,CP07-1076
12147,15,CP92-1012
12148,2,CP01-1370
12149,8,CP17-4100
12150,6,CP09-1905
12151,18,CP16-1901
12152,2,CP02-2465
12153,24,CPCL06-3290
12154,3,CP91-0529
12155,18,CP15-4696
12156,7,CP19-1155
12157,0,HoCP98-0730
12158,21,CP00-1217
12159,13,CPCL01-6407
12160,3,Ho80-0003
12161,0,HoCP07-0600
12162,36,POJ0385
12163,26,US1484
12164,29,US16-2021
12165,0,HoCP10-0926
12166,0,Ho09-9106
12167,3,Ho72-0124
12168,0,Ho04-9068
12169,3,TA8
12170,0,L04-0431
12171,0,HoCP96-0550
12172,3,CP86-0939
12173,0,Ho09-0829
12174,3,Ho73-0039
12175,8,Ho05-0941
12176,8,CP14-1773
12177,6,CP12-1254
12178,19,CP19-1228
12179,13,CP14-4179
12180,2,CP01-2620
12181,8,CP17-1569
12182,5,CP93-1610
12183,20,CP19-4531
12184,2,CP01-1479
12185,27,CP02-1063
12186,20,CP10-2238
12187,17,CP93-1246
12188,6,CP07-2234
12189,22,CP07-2328
12190,22,CP02-1420
12191,21,CP03-1188
12192,9,CP15-1904
12193,1,CP97-1845
12194,1,CP97-1857
12195,21,CP01-2402
12196,17,CP93-1291
12197,21,CP01-1246
12198,1,CP92-1488
12199,22,CP99-1410
12200,22,CP01-2003
12201,21,CP02-1182
12202,21,CP01-1490
12203,27,CP97-1463
12204,22,CP07-2333
12205,2,CP10-2092
12206,9,CP15-2485
12207,12,CP14-2423
12208,0,HoCP12-0675
12209,1,CP03-2002
12210,9,CP13-2302
12211,11,CP06-3051
12212,18,CP16-4508
12213,0,HoCP14-0828
12214,7,CPCL05-1096
12215,2,CP01-2216
12216,16,CP14-4487
12217,2,CP09-2200
12218,6,CP10-1266
12219,12,CP09-1613
12220,7,CP16-1638
12221,18,CP15-2301
12222,25,CP17-1732
12223,18,CP17-4177
12224,18,CP16-1888
12225,16,CP14-2185
12226,18,CP16-1721
12227,7,CP13-1327
12228,21,CP02-1672
12229,23,CP09-1307
12230,3,Ho12-9006
12231,5,CP94-1866
12232,3,CP02-2321
12233,0,Ho00-0003
12234,5,CP93-1666
12235,12,CP08-1129
12236,3,CP95-1923
12237,2,CP16-4486
12238,1,CP98-1300
12239,3,CP91-0511
12240,18,CP17-4842
12241,2,CPCL02-2943
12242,1,CP01-1674
12243,34,CP93-1599
12244,3,CP94-1755
12245,2,CP00-1148
12246,12,CP09-1257
12247,11,CP04-1699
12248,27,CP96-1187
12249,3,CP82-0529
12250,2,CP10-2472
12251,8,CP18-4274
12252,6,CP09-1466
12253,7,CP11-1774
12254,10,CP16-2328
12255,11,CP91-1316
12256,44,CP19-2423
12257,26,CP99-1351
12258,3,US59-61-1
12259,0,CP02-2044
12260,18,CP17-4284
12261,25,CP12-2074
12262,6,CP13-2355
12263,6,CP11-1645
12264,10,CP17-2354
12265,0,L98-0175
12266,2,CP01-2172
12267,7,CP16-4759
12268,15,CP93-1099
12269,2,CP00-1358
12270,21,CP06-2848
12271,1,CP97-1003
12272,5,CP94-1206
12273,9,CP12-2191
12274,0,CP01-1939
12275,18,CP18-2139
12276,9,CP15-4063
