pagerank,vertex
1.9791929e-05,CP09-1893
1.9877885e-05,CP18-1896
2.2304068e-05,HoCP12-0671
2.1473497e-05,CP11-1986
2.6257647e-05,CP00-2064
1.9773117e-05,CP93-1428
1.9862064e-05,CP12-1277
2.0576195e-05,HoCP18-0812
2.0668966e-05,CP16-1084
2.0435744e-05,CP17-1078
2.0117981e-05,LCP86-0446
1.968706e-05,CP18-1024
1.9804756e-05,CP10-2310
1.978235e-05,CP11-2065
1.9669971e-05,CP14-4528
2.080731e-05,CPCL06-3354
1.9875055e-05,CP97-2080
1.9741783e-05,CP12-1030
2.1630585e-05,CP02-2183
1.9904786e-05,CP17-2189
1.9649595e-05,CP13-1102
1.9955552e-05,CP00-1565
2.0511263e-05,CP09-1039
1.9928606e-05,CP15-2163
2.3944309e-05,CP11-1882
2.0592268e-05,CP94-1123
1.980151e-05,CP03-2471
2.560991e-05,CPCL02-1201
1.9833764e-05,CP15-4437
2.0024981e-05,CP90-1618
1.9973835e-05,CP94-1242
2.0735579e-05,Ho98-0001
1.9786334e-05,CP19-4751
1.9869794e-05,CP98-1965
1.9870235e-05,CP03-2420
2.003448e-05,CP16-1651
2.6822212e-05,Ho13-9138
1.9714613e-05,CPCL05-1077
4.507862e-05,Ho10-9206
1.9763394e-05,CP00-1348
1.9988502e-05,CP95-1361
2.0080986e-05,CP16-1808
2.0311705e-05,CP19-2320
2.030736e-05,CP04-2043
1.9644756e-05,CP06-2618
1.9628254e-05,CP09-1495
1.9739922e-05,CP15-1492
1.9655825e-05,CP17-1900
3.6499878e-05,CP93-1717
1.9655825e-05,CP17-1917
1.9914214e-05,CP15-4416
1.9874133e-05,L96-0019
1.9651663e-05,CP95-1623
5.290729e-05,CP06-2335
2.087854e-05,CP12-2153
2.0628162e-05,CP06-2540
1.9804336e-05,CP94-1713
1.9916151e-05,CP98-1641
1.9808162e-05,CP14-2191
2.017144e-05,CP19-1922
1.9861196e-05,CP98-1359
1.9727953e-05,CP03-2074
1.9842997e-05,CP09-2036
2.2017894e-05,Ho01-0031
2.5787862e-05,CP10-1618
1.9995121e-05,CP13-1354
1.9707637e-05,CP95-1447
1.979791e-05,CP11-1705
2.5196994e-05,CP99-1879
2.0466427e-05,CP10-1454
1.9858548e-05,CP15-2549
1.9631761e-05,CP18-1150
1.9916151e-05,CP97-1925
2.027304e-05,CP10-1485
1.986107e-05,CP92-1829
2.0991401e-05,CP10-1572
4.4093245e-05,Ho80-0012
1.9730252e-05,CP17-1413
2.0100375e-05,CP11-1476
1.9689025e-05,CP93-1057
2.7404694e-05,Ho16-9021
2.0128102e-05,CP90-0928
1.9771427e-05,CP19-1061
2.0198604e-05,CP15-1323
2.0002448e-05,CP17-2407
0.000115846226,CP34-0079
2.857575e-05,Ho73-0043
1.9734514e-05,CP15-4293
2.0017951e-05,CP10-2151
1.9784526e-05,CP16-4295
2.017724e-05,L91-0250
1.9912592e-05,CP11-1732
2.3759241e-05,Ho94-0112
2.1710628e-05,CP96-1696
1.9726662e-05,CP13-1096
2.1040052e-05,LCP83-0162
2.0586882e-05,CP10-1992
1.9631761e-05,CP16-2351
1.9617562e-05,CP15-2402
2.0018824e-05,CP97-1654
1.9659426e-05,CP06-2911
1.9817386e-05,CP98-1851
2.0089245e-05,CP97-1846
1.9744128e-05,CP92-1090
1.9958434e-05,CP97-2201
1.9697869e-05,CP19-1006
2.0335881e-05,CP19-1812
2.0046502e-05,CP04-1773
2.0090294e-05,CP07-2311
1.9640205e-05,CP06-2112
2.0452964e-05,CP97-2043
2.1021257e-05,CP00-1434
1.9743396e-05,CP96-1333
1.9691159e-05,CP17-4732
1.9713294e-05,CP13-4106
2.036256e-05,CP02-2132
2.2019289e-05,CP15-1400
1.9642612e-05,CP01-2476
2.0039906e-05,CPCL06-3396
1.9689744e-05,CP03-1845
2.0594485e-05,CP16-1825
1.9807827e-05,CP15-1646
1.9804398e-05,CP15-4837
1.9700023e-05,CP11-1135
2.01986e-05,CP17-4101
1.9640953e-05,CP11-1604
2.0369594e-05,CP96-1280
1.9795027e-05,CP18-2469
1.9745552e-05,CP16-1447
1.9984102e-05,CP03-1953
1.974665e-05,CP02-1160
1.9772653e-05,CP01-1862
3.1082713e-05,Ho16-9036
1.9687495e-05,CP97-1491
1.9793655e-05,CP11-1453
1.973233e-05,CP15-2129
1.978592e-05,CP17-1789
1.9647987e-05,CP98-1921
2.0887446e-05,HoCP19-0901
2.113282e-05,CP16-2455
2.0296195e-05,CP11-2173
1.9731075e-05,CP09-1667
1.9739055e-05,HoCP02-0624
2.1068652e-05,CP96-1515
2.0077554e-05,CP06-2310
1.974777e-05,CP94-1891
1.969446e-05,CP15-1300
1.9651525e-05,CP17-1679
2.0361149e-05,CP98-1622
1.9706695e-05,CP97-2116
2.0515909e-05,CP94-1036
1.9687788e-05,CP19-1299
2.0749416e-05,CP06-2245
1.9621122e-05,CP14-2220
2.0080552e-05,CP91-1032
2.6858697e-05,L94-0440
2.3113396e-05,CP19-2435
1.9848609e-05,CP19-1499
1.9835517e-05,CP97-1395
2.2353937e-05,HoCP98-0702
1.9906167e-05,CP14-1467
1.9762398e-05,CP15-2311
1.9675505e-05,CP09-1562
2.139999e-05,CP13-1923
1.9911704e-05,CP13-1519
1.9912693e-05,CP04-1950
2.266638e-05,HoCP18-0827
1.9900948e-05,CP11-1023
1.9958434e-05,CP97-2211
1.9768551e-05,CP97-1124
3.7105063e-05,L92-0353
1.9793384e-05,CP02-1310
2.2172952e-05,CPCL02-6084
2.5147245e-05,CP95-1879
2.0426247e-05,CP06-2557
2.0086782e-05,CP15-1530
1.9914483e-05,CP17-2322
2.0831936e-05,CPCL06-3201
2.0746242e-05,LCP88-0090
2.1737795e-05,CP84-0717
2.3790966e-05,CPCL02-7383
1.9992405e-05,CP99-1287
1.975889e-05,CP18-4556
1.9813036e-05,CP07-1704
2.0441414e-05,CP09-2004
1.9816696e-05,CP98-1742
1.9650979e-05,CP14-2055
1.9901627e-05,Ho05-0944
1.9686582e-05,CP09-2233
1.965205e-05,CP01-2252
1.980675e-05,CP04-1143
1.966922e-05,CP19-2007
2.5191286e-05,CP90-1344
1.9881467e-05,CP14-2206
1.9788265e-05,CP16-2202
2.0347406e-05,CP02-2545
3.0290166e-05,L08-0088
2.7423806e-05,Ho87-0008
2.0450396e-05,Ho01-0564
1.991225e-05,CP96-1544
1.992416e-05,CP01-2301
2.0372967e-05,CP91-1312
1.9731075e-05,CP09-1679
1.9909416e-05,CP19-2009
2.0630152e-05,CP06-2030
2.3815885e-05,CP03-1398
2.156643e-05,Ho15-0977
2.1702357e-05,Ho76-0215
1.9925139e-05,CP18-1398
1.965205e-05,CP00-1707
2.0235851e-05,LCP87-0472
1.9687388e-05,CP03-1427
2.8428978e-05,Ho08-9504
2.3964105e-05,L95-0456
1.9948522e-05,CP97-1189
2.138558e-05,Ho09-9144
2.0024527e-05,CP90-0967
1.9692288e-05,CP03-1207
1.9785832e-05,CP12-1320
1.9678238e-05,CP06-2262
2.0455935e-05,CP93-1676
2.2213726e-05,HoCP22-737
4.041527e-05,H27-8101
2.0025273e-05,CP15-4622
2.5514957e-05,HoL10-0935
1.99577e-05,CP19-1374
3.1817726e-05,Ho93-0770
1.9633382e-05,CP16-2415
1.9612695e-05,CP04-1798
1.9991983e-05,CP09-2367
1.9865072e-05,CP96-1393
1.9820196e-05,CP15-1154
2.2428389e-05,FAM89-686
1.9916642e-05,CP91-1280
1.9709601e-05,CP01-1414
2.0145424e-05,CP01-2639
1.9806845e-05,CP16-2191
1.9666384e-05,CP02-1345
1.9738138e-05,CP99-1436
2.1034146e-05,HoCP97-0660
2.2050855e-05,CP13-1568
1.991121e-05,CP17-2246
3.0472844e-05,Ho19-9303
2.0598496e-05,CP13-1420
1.9730252e-05,CP17-1403
1.967776e-05,CP02-1020
1.9612695e-05,CP04-1822
2.0051675e-05,CP98-1727
2.092058e-05,CP12-1313
2.020961e-05,CP96-1868
1.9895522e-05,CP90-1608
1.9661424e-05,CP02-2140
2.0539639e-05,CP94-1209
1.9981342e-05,CPCL14-4045
2.2013095e-05,CP94-1481
2.026869e-05,CP89-0816
2.6072701e-05,CP86-0942
1.9985122e-05,CP99-1726
1.9678095e-05,CP13-1735
2.021854e-05,CP04-1911
1.9708948e-05,CP01-1754
2.5822388e-05,Ho72-0019
1.9719078e-05,CP94-1659
2.0307623e-05,CP14-2108
2.9307166e-05,CP84-0761
2.0730777e-05,CP13-1819
1.9800016e-05,CP99-1619
1.9708792e-05,CP01-1530
2.102207e-05,CP13-2181
2.0056721e-05,CP09-1287
1.9916151e-05,CP98-1636
1.9642612e-05,CP01-2484
1.962586e-05,CP19-1231
2.0054036e-05,CP07-2304
1.974665e-05,CP02-1659
2.0052988e-05,CP94-2047
1.9647527e-05,CP17-1871
1.967776e-05,CP94-1623
2.0220636e-05,CP11-1017
2.3241171e-05,CP03-1615
2.2470733e-05,L88-0037
2.2850894e-05,CP94-1845
1.9946341e-05,CP11-1088
1.9950132e-05,CP93-1398
1.9709601e-05,CP02-1380
1.965255e-05,CP19-1903
1.9879444e-05,CP98-1731
1.968706e-05,CP16-1244
1.9779352e-05,CP17-1645
1.9774729e-05,CP07-1078
1.9737401e-05,CP01-2191
1.9976838e-05,CP93-1639
1.999451e-05,CP14-4542
2.0027708e-05,CP03-2243
1.9818823e-05,CP13-1379
1.9651525e-05,CP17-1684
2.0240965e-05,HoCP19-0935
1.9698431e-05,CP19-1205
1.9647985e-05,CP17-4470
1.987514e-05,CP06-2420
2.7941373e-05,CP04-1113
1.9629082e-05,CP18-1053
1.976534e-05,CP14-2472
1.9761987e-05,CP95-1518
1.9769674e-05,L98-0205
2.209447e-05,CP19-2483
1.9693884e-05,CP06-3040
2.0117981e-05,LCP86-0428
2.053337e-05,CP10-2479
1.9727953e-05,CP03-1267
2.2447046e-05,HoCP19-0921
1.9727042e-05,CP03-2368
1.9691159e-05,CP16-4422
2.0585785e-05,HoCP14-0906
2.8574312e-05,CP92-1132
2.0081043e-05,CP02-2001
1.9986677e-05,CP01-2079
1.992416e-05,CP01-2310
2.0679254e-05,CP95-1892
2.0677384e-05,L05-0474
1.9670266e-05,CP01-1229
2.8161192e-05,CP98-1818
2.135337e-05,CP06-2189
1.9672858e-05,CP16-1538
3.0111494e-05,Ho02-0092
1.9678095e-05,CP14-4223
2.1563359e-05,HoCP95-0964
1.9628254e-05,CP09-1494
4.2137915e-05,CP69-0349
2.2066184e-05,CP96-1289
1.962156e-05,CP07-1441
1.9817386e-05,CP98-1540
2.0067875e-05,CP16-1802
1.9745552e-05,CP15-2077
2.0530624e-05,Ho17-0719
2.0892938e-05,CP18-2070
1.9777723e-05,CP06-2108
1.9712905e-05,CP18-1084
1.9663445e-05,CP03-1396
2.0142146e-05,CP91-1507
1.9818342e-05,CP17-4053
2.0163629e-05,CP10-1076
2.0710399e-05,CP18-2265
2.0053734e-05,CP10-2255
2.7973303e-05,CP07-2150
2.0136195e-05,L18-0439
2.0991401e-05,CP10-1576
1.9864074e-05,CP19-1488
3.689359e-05,L19-0491
1.9750134e-05,CP17-1982
1.9741417e-05,CP00-1936
1.9862235e-05,CP16-2049
1.9701312e-05,L96-0040
1.9736677e-05,CP95-1014
1.9736566e-05,CP97-1276
2.002271e-05,HoCP12-0648
4.0322902e-05,CP69-0361
2.0007796e-05,CP95-1780
1.968705e-05,CP19-4351
2.4296192e-05,HoCP13-0733
1.9674375e-05,CP95-1384
2.4118119e-05,L02-0351
1.9791709e-05,CP09-1987
2.2777484e-05,CPCL02-1165
2.0403406e-05,CP19-4844
5.0093488e-05,Ho08-9061
1.9932339e-05,CP10-1172
2.1502981e-05,CP09-1011
2.1679234e-05,CP03-1356
2.0041034e-05,CP02-1275
3.0791678e-05,HoCP11-0569
2.0112448e-05,CP11-2418
1.9647243e-05,CP03-1144
2.0117981e-05,CP86-0957
1.9744128e-05,CP92-1152
2.0678692e-05,CP94-1154
1.9891142e-05,CP05-1702
2.0012272e-05,CP12-1474
2.0389025e-05,CP10-2490
1.9623514e-05,CP13-1996
2.708526e-05,L74-0027
2.0155017e-05,CP17-1952
3.8302944e-05,Ho09-9135
2.0705636e-05,CP99-1493
4.1454743e-05,Ho94-0864
1.981303e-05,CP14-1608
1.982488e-05,CP89-0832
2.1312573e-05,HoCP13-0738
1.9912082e-05,CP16-1699
1.9671876e-05,CP17-4806
2.0038997e-05,CP14-1574
1.986377e-05,CPCL02-0307
1.9815267e-05,CP06-2752
4.34173e-05,CP87-1475
1.9694704e-05,CP01-1281
2.0426247e-05,CP06-2553
1.9992156e-05,CP11-1550
1.9701482e-05,CP16-1940
1.9858655e-05,CP17-1185
1.965255e-05,CP17-2386
2.0726418e-05,CPCL02-6022
1.9896326e-05,CP99-2012
2.1735561e-05,CP17-1828
1.9826935e-05,CP93-1141
1.9895522e-05,CP91-1263
1.9872943e-05,CP19-1065
1.9704781e-05,CP13-1966
2.0221818e-05,CPCL02-0717
1.9745337e-05,CP95-1400
2.0595831e-05,CP13-2135
1.9935349e-05,CP12-1471
2.0354137e-05,CP96-1955
2.1137514e-05,CP16-4495
2.3351005e-05,CPCL05-1248
2.679278e-05,CP66-0398
1.9781935e-05,CP04-1187
2.4166928e-05,CP93-1498
1.9852936e-05,CP12-1217
1.9734453e-05,CP93-1047
2.1463802e-05,CP92-1738
1.9778332e-05,CP95-1543
2.2621825e-05,HoCP18-0858
2.0586986e-05,LCP81-0022
1.9667217e-05,CP11-1600
2.4550896e-05,Ho08-9031
2.1815324e-05,CP98-3006
1.9622586e-05,CP15-2451
2.1358033e-05,CP94-1291
1.9966088e-05,CP19-2341
2.1316968e-05,Ho15-9336
1.9782487e-05,CP16-4829
2.0720481e-05,CP93-1645
1.9999961e-05,CP14-2379
1.971336e-05,CPCL02-7442
2.3858978e-05,CPCL02-2597
2.6535246e-05,Ho04-9131
3.6273625e-05,L19-0489
1.9698431e-05,CP16-1924
2.3817021e-05,Ho15-9360
2.0671745e-05,CP15-1331
2.0047824e-05,CP10-1527
1.9735357e-05,CP18-1636
2.1253005e-05,CP94-1212
1.9788376e-05,CP17-4030
1.965835e-05,CP01-2333
2.0286046e-05,CP99-1326
2.0075386e-05,CP18-1776
1.9840802e-05,CP19-4121
1.9709601e-05,CP01-2506
2.0220241e-05,CP94-1709
2.041153e-05,CP06-3117
2.0523528e-05,Ho06-0529
2.150223e-05,CP03-1732
1.9655203e-05,CP15-1723
1.9739033e-05,CP11-2349
1.98205e-05,CP19-4536
1.9872276e-05,CP15-2018
1.9925139e-05,CP18-1408
2.0220241e-05,CP94-1728
2.1382071e-05,CP99-1772
3.3366596e-05,TCP98-4450
2.145373e-05,CP19-2272
1.9826974e-05,CP14-2544
2.004552e-05,CP95-1953
1.9654439e-05,CP13-1064
2.235431e-05,CP90-0943
1.9612695e-05,CP00-1792
2.161522e-05,CP92-1807
1.9995121e-05,CP13-1359
1.9995963e-05,CP10-1061
2.0003796e-05,CPCL06-3211
1.9788096e-05,CP14-1229
1.968695e-05,CP02-1269
2.0276713e-05,CP13-1806
2.2807468e-05,CP01-1998
2.9311252e-05,CP05-1724
3.8707214e-05,Ho17-9150
2.0099671e-05,CP16-4519
1.978479e-05,CP11-1423
2.2004308e-05,CP15-1539
3.820638e-05,Ho90-0014
1.9869794e-05,CP98-1952
2.035696e-05,CP94-1228
2.0046815e-05,CP12-1548
2.1029502e-05,CP93-1748
1.9865778e-05,CP13-2127
1.9711642e-05,CP95-1120
1.9997093e-05,CP19-4900
2.0341224e-05,CP15-1059
2.0099691e-05,CP18-4071
1.9805482e-05,CP17-1690
2.0427682e-05,CP16-1221
2.0092197e-05,CP15-1347
1.9670266e-05,CP01-1219
1.9727042e-05,CP04-1333
1.987606e-05,CP17-1573
2.0212454e-05,CPCL02-1884
2.0737361e-05,CP94-1815
2.1735565e-05,L77-0016
2.3786835e-05,CPCL06-3144
2.0452964e-05,CP97-2042
1.9860849e-05,CP02-2235
2.5219979e-05,LCP85-0338
2.0322503e-05,CP98-2021
1.9759711e-05,CP12-1152
2.3342842e-05,CPCL02-6860
2.6262005e-05,HoCP12-0662
2.0017065e-05,CP03-1335
2.1178017e-05,CP00-1554
2.0399382e-05,CP96-1109
2.032156e-05,CP17-1941
2.0018708e-05,CP19-4439
2.0008187e-05,CP16-1675
1.9979387e-05,CP18-4882
1.9978284e-05,CP12-1785
1.9674113e-05,CP16-2375
1.9644756e-05,CP15-4141
2.0145686e-05,CP90-0901
1.9630046e-05,CP03-2430
1.9725634e-05,CP04-1200
3.9139548e-05,Ho82-0011
3.7962254e-05,L02-0341
2.0451007e-05,CP98-1476
1.9968733e-05,CPCL02-2584
1.9808052e-05,CP12-1012
2.0159412e-05,CP10-1141
1.9671641e-05,CP17-4665
2.0718411e-05,CP19-2268
2.0150454e-05,CP12-1457
1.9681798e-05,CP02-1147
1.9936302e-05,CP03-1860
1.9683304e-05,CP10-1818
2.010433e-05,CP95-1172
1.9903684e-05,CP99-1071
1.9736168e-05,CP01-1016
2.0051932e-05,CP93-1249
1.9862235e-05,CP16-2051
1.9877485e-05,CP18-4013
2.0723162e-05,CP11-2032
1.965205e-05,CP01-1886
2.0200798e-05,CPCL06-3280
2.0293543e-05,L11-0169
1.974665e-05,CP02-1163
2.0173764e-05,CP12-1734
1.9747036e-05,CP04-2109
2.0239719e-05,CP06-2736
2.0003667e-05,L80-0022
1.9973224e-05,CP07-1537
2.0044416e-05,CP03-2088
2.0191013e-05,HoCP13-0729
1.9736566e-05,CP98-1294
1.997164e-05,CP10-1463
1.969446e-05,CP00-1692
1.984951e-05,CP10-2259
1.9622586e-05,CP14-2033
1.9909095e-05,CP13-1255
2.0588379e-05,CP09-1535
2.070671e-05,CP93-1214
1.9715739e-05,CP00-1051
1.966405e-05,CPCL02-7609
1.973344e-05,CP16-4401
1.9632273e-05,CP14-2048
1.9671876e-05,CP19-4698
1.9992405e-05,CP99-1106
2.0223977e-05,CP98-1131
1.9828827e-05,CP12-1854
1.9655816e-05,CP12-1919
1.9862064e-05,CP10-1832
1.9970701e-05,CP07-2233
1.9731558e-05,CP02-1062
1.9694704e-05,CP01-1275
1.9641722e-05,CP15-2108
1.9696652e-05,CP00-1762
2.04101e-05,CP13-4143
2.0784633e-05,CP15-1941
2.0013631e-05,CP19-1591
1.96353e-05,CP17-1028
1.9898425e-05,CP17-1349
1.9744128e-05,CP92-1064
2.0167812e-05,CP12-1957
1.9683412e-05,CP02-1645
2.0003796e-05,CPCL06-3213
2.0280606e-05,CP13-1209
2.0019566e-05,CP10-1762
2.0325619e-05,CP12-1676
2.0063695e-05,Ho04-9064
2.0270585e-05,CP06-2565
1.9688274e-05,CP15-4182
2.0393667e-05,CP12-2337
1.9922933e-05,CP17-1335
1.9797679e-05,CP16-1425
2.8142505e-05,CP68-0331
2.018767e-05,CP18-1808
2.0552568e-05,CP92-1336
1.9916151e-05,CP98-1648
1.968905e-05,CP17-1173
1.96768e-05,CP13-1299
1.9728228e-05,CP00-1657
2.2801312e-05,CP03-1307
1.9629082e-05,CP19-1847
2.1497679e-05,CP83-0614
1.970835e-05,CP09-1298
1.973344e-05,CP16-4392
1.9771169e-05,CP09-2219
2.0397356e-05,CP19-2039
1.9809167e-05,CP00-1376
2.3756142e-05,Ho98-0010
1.9821471e-05,CP16-1785
2.0703486e-05,CP09-2170
1.9654914e-05,CP13-2051
2.0825126e-05,CP12-2109
2.0339052e-05,CPCL02-1852
1.9932913e-05,CP09-2044
2.0174979e-05,CP91-1302
2.0434834e-05,CPCL06-3406
2.026292e-05,CP10-1700
1.9802674e-05,CP03-1096
1.9749756e-05,CP11-2343
2.5191286e-05,CP98-1710
2.0296195e-05,CP12-1424
2.032333e-05,CP16-1286
2.1215783e-05,CP95-1236
2.0077554e-05,CP06-2300
1.983053e-05,CP16-4774
2.8089356e-05,CP77-0308
2.0143496e-05,CP94-2110
2.0019226e-05,CP96-1344
1.965255e-05,CP19-1908
1.9684116e-05,CP15-2022
2.2476052e-05,CP10-1999
1.9678171e-05,CP18-4255
2.0295312e-05,CP10-2100
2.2769394e-05,CP07-2654
2.011461e-05,CP16-1612
1.9827057e-05,CP91-0562
2.0100864e-05,CP12-2461
1.9671876e-05,CP18-4480
2.2002261e-05,CP06-2727
1.9935349e-05,CP07-2398
1.9695457e-05,CP95-1159
1.9946341e-05,CP11-1090
1.965205e-05,CP01-1883
1.9852936e-05,CP12-1218
1.9774629e-05,CP09-1089
1.9647527e-05,CP14-1072
2.0490037e-05,CP09-1253
1.9811047e-05,CP19-1819
3.7133992e-05,CP71-0400
1.9968404e-05,CP98-1718
2.1642296e-05,Ho16-0645
1.9733043e-05,CP00-1245
2.4704455e-05,L56-0037
1.987606e-05,CP19-1440
1.9689025e-05,CP82-1592
3.6576806e-05,L03-0378
2.0372967e-05,CP91-1320
1.9875259e-05,CP17-1781
1.9801724e-05,CP02-1824
1.9675701e-05,CP01-2228
2.0537946e-05,CP07-1103
3.6405487e-05,CP95-1910
2.0089637e-05,CP15-1516
2.2782668e-05,HoCP19-0964
2.0737361e-05,CP94-1807
2.6535246e-05,Ho04-9132
2.0055004e-05,CP97-1526
1.968695e-05,CP02-1262
2.5460882e-05,CP07-1725
1.9759711e-05,CP12-1154
1.9858437e-05,CP94-1502
2.1395459e-05,CP15-1002
1.9814588e-05,CP16-2019
1.967776e-05,CP94-1642
2.032525e-05,LCP86-0410
1.9703513e-05,CP17-2434
1.9763787e-05,CP14-4421
2.746063e-05,L13-0251
2.0782341e-05,CP09-1848
1.9790603e-05,CP96-1370
1.9642612e-05,CP00-1598
1.96502e-05,CP02-1673
1.990242e-05,CP09-1489
3.6903766e-05,V71-0051
1.9680068e-05,CP17-4234
1.9691159e-05,CP16-4407
2.1028414e-05,CP16-2437
2.0452964e-05,CP97-2045
1.989764e-05,CP16-1489
2.0659916e-05,CP05-1466
1.9854724e-05,CP06-2788
1.9862235e-05,CP16-2069
2.0831247e-05,CPCL02-1830
2.0043528e-05,L91-0287
1.9807609e-05,CP09-1841
1.9984614e-05,CP17-2073
1.970852e-05,CP13-1219
1.9726662e-05,CP12-1159
1.9662039e-05,CP14-1288
1.9808003e-05,CP09-2333
2.0150292e-05,CP92-1793
2.317371e-05,Ho09-9121
1.9730003e-05,CP18-4625
2.0259362e-05,CP14-1900
1.989834e-05,CP90-1349
1.9622308e-05,CP04-1054
2.00252e-05,CP18-1596
1.9708948e-05,CP01-1749
2.2423814e-05,Ho91-0010
4.5793728e-05,Ho02-0090
2.013839e-05,CP15-1629
1.9978177e-05,CP14-1857
2.0448719e-05,CP01-2433
1.9699566e-05,CP95-1971
2.0294894e-05,HoCP99-0825
2.2200793e-05,CP03-1528
1.985911e-05,CP15-1928
1.9688274e-05,CP14-1358
1.9631474e-05,CP16-1136
1.9968278e-05,CPCL06-3330
1.985104e-05,CP17-2435
2.5291265e-05,HoCP13-0735
1.9673336e-05,CP16-2329
2.0637852e-05,CP99-1635
1.9699566e-05,CP99-1755
2.001808e-05,CP17-1816
1.9671641e-05,CP17-4655
1.9720446e-05,CP17-4430
2.0499461e-05,CP96-1697
1.9895522e-05,CP91-1245
2.0598029e-05,CP11-2242
1.9681094e-05,CP17-4762
2.0348425e-05,Ho15-0985
2.1399332e-05,CP07-2485
4.3437452e-05,Ho99-0020
1.9974317e-05,CP14-1823
1.9736854e-05,CP19-4321
2.0099691e-05,CP19-4209
1.9861196e-05,CP98-1355
2.017144e-05,CP18-2305
1.9671876e-05,CP17-4775
3.8136754e-05,US72-1183
1.9657664e-05,CP01-1619
1.9673324e-05,CP16-1181
1.984904e-05,CP12-1111
1.998377e-05,CP16-4659
1.9680818e-05,CP17-1847
5.43775e-05,Ho06-0541
2.0716212e-05,CP19-2305
2.2297689e-05,HoCP93-0776
2.0214706e-05,CP95-2011
1.9884868e-05,CP00-1219
1.9859233e-05,CP00-1336
1.9699977e-05,CP92-1609
1.9696105e-05,CP99-1957
1.9751002e-05,CP01-2424
1.9691948e-05,CP02-1797
1.9782654e-05,CP94-1062
1.9824343e-05,CP97-1995
1.9710425e-05,CP02-1077
2.1893793e-05,CP15-2280
2.0514915e-05,CP13-1474
3.7813126e-05,Ho05-9515
1.9908535e-05,CP11-2397
1.9748084e-05,L03-0387
1.9955552e-05,CP00-1523
2.0040723e-05,CP16-4151
2.0455935e-05,CP94-1278
2.0264337e-05,Ho03-0088
2.0206617e-05,CP11-2222
2.0262976e-05,CP94-1924
1.975144e-05,CP97-1006
2.4957515e-05,Ho94-0852
2.0362493e-05,CP15-1244
2.0138876e-05,CP13-1444
1.9689744e-05,CP02-1254
1.9687788e-05,CP19-1312
2.2229025e-05,CP14-1935
2.185495e-05,L07-0045
1.9663445e-05,CP03-1783
1.9785275e-05,CP96-1499
1.998454e-05,CP03-2213
1.9830237e-05,CP01-2466
1.9691159e-05,CP16-4414
1.9687495e-05,CP99-1823
1.999297e-05,CP94-1455
2.0169726e-05,L19-0498
2.0591524e-05,CP92-1331
1.968705e-05,CP15-4747
1.984306e-05,CP03-1544
1.9721305e-05,CP98-1759
1.9820436e-05,CP10-2279
1.963668e-05,CP18-2369
2.1538437e-05,CP92-1224
1.9738209e-05,Ho12-0630
1.9727635e-05,CP15-2258
2.0039346e-05,CP03-1700
2.5433605e-05,HoCP96-0544
2.0143403e-05,CPCL06-3154
2.080731e-05,CPCL06-3355
1.9869794e-05,CP98-1427
2.8819877e-05,HoCP11-0548
2.069532e-05,CP14-2000
1.96502e-05,CP02-1689
1.964112e-05,CP99-1253
1.9919018e-05,CP17-2330
2.060792e-05,CP10-1725
1.9657664e-05,CP01-1571
2.0108911e-05,CP19-4655
1.9691159e-05,CP15-4690
4.2271044e-05,L05-0445
6.923342e-05,US68-0026-0021
2.0565903e-05,CP11-2058
1.9920424e-05,CP92-1675
1.9640338e-05,CP10-2377
1.9824945e-05,CP18-1680
1.9699566e-05,CP99-1757
1.9734514e-05,CP16-1060
1.9916453e-05,CP14-1740
1.9668227e-05,CP14-2259
2.3022756e-05,CP18-2083
1.969446e-05,CP03-1776
2.5090987e-05,HoCP00-0913
2.0224352e-05,CP95-1506
2.0118187e-05,CP98-1329
2.1051119e-05,CP02-1818
1.9785315e-05,CP01-1024
1.9691159e-05,CP16-4418
1.9835517e-05,CP97-1408
1.990146e-05,L91-0267
1.9964858e-05,CP01-1093
1.9736566e-05,CP98-1276
2.8556395e-05,CP90-0906
2.056902e-05,HoCP11-0541
1.963668e-05,CP19-1248
4.977929e-05,Ho94-0016
1.9809167e-05,CP02-1596
1.9739055e-05,HoCP02-0622
2.0576195e-05,HoCP18-0811
2.031556e-05,CP98-1717
2.0064757e-05,CP02-3008
2.0076559e-05,CP12-2072
1.9796773e-05,CP15-2064
2.150441e-05,CP13-1869
2.0287314e-05,CP19-1452
2.0201242e-05,CP99-1144
1.972748e-05,CP03-2460
2.0849095e-05,CP09-2260
1.9774736e-05,CP17-4571
2.2958166e-05,CP12-1088
2.0221818e-05,CPCL14-4118
2.1465545e-05,CP10-2041
1.967188e-05,CP13-1610
4.483922e-05,Ho11-9403
2.2184808e-05,CP03-1757
2.014418e-05,CP16-1816
1.9801017e-05,CP15-4065
3.0540825e-05,CP07-2501
1.9738507e-05,CPCL06-3498
1.980237e-05,CP18-4398
2.0514444e-05,CP14-2421
1.9939545e-05,CP01-2468
1.9686135e-05,CP17-4288
2.1036025e-05,CP11-1953
1.9819572e-05,CP97-1760
1.9681094e-05,CP16-4700
1.9968402e-05,CP96-1071
1.9778297e-05,CP17-1203
2.0519345e-05,L00-0256
1.965701e-05,CP01-1344
1.9705525e-05,CP12-1094
2.0153348e-05,HoCP96-0507
2.012087e-05,CP97-2054
2.5612504e-05,L07-0059
2.0040723e-05,CP16-4157
