pagerank,vertex
1.9673651e-05,CP94-1254
2.0818898e-05,CP13-1832
1.976839e-05,CP02-2460
4.541216e-05,POJ0385
2.1057416e-05,CP58-0020
1.9640866e-05,CP14-1718
1.9844909e-05,CPCL02-0248
2.0003796e-05,CP92-1290
1.9744732e-05,CP99-1503
2.9959921e-05,Ho19-9333
2.017144e-05,CP19-1930
1.9923933e-05,CP14-2516
1.994148e-05,CP14-2455
2.068385e-05,L67-0064
1.9752546e-05,CP94-1178
1.9687788e-05,CP19-1294
2.0425325e-05,CP15-1410
2.0099691e-05,CP18-4086
1.9633406e-05,CP16-2345
2.0208008e-05,CP01-2220
1.9697889e-05,CP09-2182
1.9852518e-05,CP13-2329
1.9683697e-05,CP92-1621
1.9767369e-05,CP15-2087
1.9879371e-05,CP88-0774
1.9890478e-05,CP04-1359
1.9736655e-05,CP04-1175
2.2174883e-05,LCP87-0005
1.9642173e-05,CP02-1356
2.5282814e-05,L93-0390
1.9648638e-05,CP14-1421
2.1107347e-05,CP10-2465
1.9902134e-05,CP16-2504
2.6023878e-05,CPCL02-1446
1.9636553e-05,CP16-2447
2.0138385e-05,CP91-1367
2.0006803e-05,CP18-1463
2.191301e-05,L84-0266
2.1506272e-05,CP88-0771
2.0095145e-05,CP97-1662
1.968705e-05,CP15-4726
2.3011607e-05,LCP85-0310
1.9808678e-05,CP18-4696
2.1411399e-05,HoCP04-0802
2.0150292e-05,CP92-1785
2.0815745e-05,Ho03-0054
2.98179e-05,Ho11-9348
1.968288e-05,CP18-1220
1.9617562e-05,CP07-2140
1.9777723e-05,CP06-2088
1.9678004e-05,CP93-1329
1.9636553e-05,CP16-4594
3.0699255e-05,CP01-2067
2.100238e-05,CP93-1079
2.0167812e-05,CP12-1958
2.0699328e-05,CP07-2461
2.1183661e-05,CP07-1942
2.0626025e-05,CP03-1123
2.0471409e-05,L94-0409
2.4170267e-05,L68-0062
1.969004e-05,CP09-1393
1.9761326e-05,CP15-2173
1.9687799e-05,CP15-2243
1.975144e-05,CP97-1011
2.070671e-05,CP93-1208
1.9647134e-05,CP02-1332
1.9638474e-05,CP04-1098
2.28755e-05,LCP86-0466
1.9743396e-05,CP96-1335
1.9642173e-05,CP02-1357
1.9805482e-05,CP17-1695
1.967776e-05,CP95-1631
2.2489334e-05,CP13-1881
2.1320537e-05,CP98-2098
2.056263e-05,CP14-1795
2.0768413e-05,CP16-1646
1.991631e-05,CP93-1605
2.001953e-05,CP10-1099
1.9704972e-05,HoCP96-0506
1.9645347e-05,CPCL06-3347
1.989889e-05,L14-0292
1.9788813e-05,CP15-2048
1.9903211e-05,CP04-1465
2.3958455e-05,CP09-2020
2.141276e-05,CP98-1682
2.0412479e-05,CP04-1576
2.001808e-05,CP15-2124
2.8436489e-05,HoCP03-0756
1.9612695e-05,CP04-1806
1.9723548e-05,CP15-2324
2.0044416e-05,CP03-2089
1.9958434e-05,CP97-2192
2.0229441e-05,CP14-1382
2.8201488e-05,L99-0237
1.9768737e-05,CP13-1953
2.989024e-05,CP11-2410
1.9734265e-05,CP18-4632
1.981399e-05,CP13-2116
3.7193768e-05,LCP86-0436
2.0143496e-05,CP93-1691
2.0033318e-05,CP14-1936
1.9828827e-05,CP12-1858
2.0269987e-05,CP07-1397
2.0037836e-05,CP11-2171
1.9788402e-05,CP15-1582
1.9946743e-05,CP02-1617
1.9727635e-05,CP18-4211
2.1147498e-05,CP57-0101
1.9709496e-05,CP00-1453
1.9804336e-05,CP95-1092
1.9644336e-05,CP13-2080
2.2044645e-05,L01-0283
2.1320157e-05,Ho13-9115
1.9774629e-05,CP09-1090
2.0025273e-05,CP15-4626
1.966233e-05,CP03-1532
2.2246008e-05,CP11-1887
1.9809167e-05,CP02-1588
2.0621024e-05,CP05-1632
2.2018165e-05,CP06-3053
1.9955552e-05,CP03-1667
2.0208621e-05,CP16-1895
1.9847677e-05,CP15-1340
1.9813036e-05,CP07-1692
1.9622586e-05,CP14-2035
1.9965397e-05,CP99-1334
2.0046815e-05,CP11-1548
2.0024527e-05,CP90-0973
2.5582434e-05,L90-0178
2.0928486e-05,HoCP96-0511
2.0787957e-05,L94-0445
1.9946341e-05,CP09-1414
3.6270903e-05,CPCL00-0458
1.985911e-05,CP15-4315
2.0346242e-05,CP11-2462
1.9914483e-05,CP17-2321
2.5202487e-05,CP06-3137
2.090888e-05,Ho05-9054
1.9631761e-05,CP18-1165
1.9914483e-05,CP17-2318
1.9666326e-05,CP04-1629
1.9992405e-05,CP99-1093
2.0099691e-05,CP16-4203
1.9678846e-05,CP19-1018
1.9760088e-05,CP02-1290
2.5689531e-05,HoCP19-0954
2.014659e-05,CP18-4462
1.9612695e-05,CP00-1783
2.0371877e-05,CP09-1170
1.9708888e-05,CP09-1731
1.9636855e-05,CP15-2277
1.9709538e-05,CP01-2648
1.975144e-05,CP97-1070
1.9642173e-05,CP02-1359
3.433406e-05,US68-8-2
1.9707806e-05,CP13-4096
1.9930221e-05,LCP86-0417
2.0184512e-05,CP98-1153
2.2225267e-05,CP04-1980
1.9960624e-05,CP10-1982
2.2399001e-05,CP95-2322
2.434167e-05,CP99-2109
2.0532289e-05,CP92-1237
2.0716212e-05,CP19-2309
1.9734514e-05,CP16-1063
1.9821471e-05,CP19-4280
2.0018708e-05,CP19-4448
1.9661424e-05,CP02-2089
1.9698431e-05,CP16-1926
2.0037756e-05,CP17-1016
1.9849618e-05,CP12-2301
2.1007625e-05,CP95-2152
1.9905834e-05,CP14-2118
1.9628254e-05,CP09-1506
2.198138e-05,CP96-1809
2.1777592e-05,CP95-1922
1.9673162e-05,CPCL02-7080
2.0003796e-05,CPCL06-3220
2.001241e-05,CP97-1965
2.1060234e-05,L06-0019
2.1484331e-05,CPCL02-0719
1.9817386e-05,CP98-1435
2.0212969e-05,CP12-1901
2.0341666e-05,CP98-1342
1.9903684e-05,CP99-1056
2.0896108e-05,CPCL05-1181
1.9797679e-05,CP16-1428
2.0856702e-05,CP01-2555
2.0252453e-05,CP01-1817
1.9754498e-05,L02-0317
2.259417e-05,Ho08-0712
1.9671876e-05,CP17-4792
1.994148e-05,CP14-2451
2.0349027e-05,Ho09-0840
2.003923e-05,CP14-2362
1.9821648e-05,CP19-2002
2.0011772e-05,CP98-1809
1.965701e-05,CP01-1346
2.2666896e-05,CP00-1919
2.0375823e-05,L83-0145
1.9974317e-05,CP15-1808
2.0603668e-05,CP93-1680
1.9704781e-05,CP13-1960
1.968695e-05,CP03-1403
1.9688274e-05,CP15-4178
2.050077e-05,Ho04-9134
1.9662039e-05,CP14-1295
1.9922549e-05,CP97-1949
2.044676e-05,CP03-2078
1.997693e-05,CP18-4802
2.0287338e-05,CP02-2467
2.0026779e-05,CP05-1489
1.965255e-05,CP19-1899
1.9740828e-05,CP16-4889
2.1690617e-05,CP14-1180
2.0085177e-05,CP97-1354
1.9663366e-05,CP16-2267
1.9612695e-05,CP00-2125
1.9674113e-05,CP19-1277
1.979211e-05,CP04-1962
2.2443379e-05,CP18-1513
1.9804336e-05,CP95-1100
2.0066604e-05,CP15-1227
2.0154508e-05,L92-0329
2.249902e-05,CP12-1741
1.9671641e-05,CP16-4463
2.12477e-05,CP12-1003
2.0020147e-05,CP19-1889
1.9663372e-05,CP01-1297
1.981303e-05,CP14-1609
1.9731075e-05,CP09-1659
2.1614147e-05,CP07-1924
2.0322464e-05,CP13-2325
1.9945915e-05,CP00-2128
1.9682144e-05,CP16-1336
2.0628162e-05,CP06-2547
1.9964597e-05,Ho03-0008
3.6558733e-05,L93-0369
2.1577915e-05,CP07-2281
1.9852936e-05,CP13-1131
2.0399382e-05,CP96-1104
1.9675232e-05,CP17-2315
2.069512e-05,L80-0049
1.9948522e-05,CP97-1178
1.975144e-05,CP97-1032
2.01973e-05,CP19-2132
1.9745463e-05,CP93-1664
1.9759626e-05,CP02-1971
1.9681927e-05,CP14-4209
1.9820991e-05,CP09-1698
2.0040723e-05,CP16-4156
1.9653226e-05,CP16-4182
2.0025283e-05,CP04-1306
2.0450021e-05,CP99-1586
2.8260414e-05,B3013
2.0040303e-05,CP95-1640
2.043045e-05,CP07-2112
4.723387e-05,HoCP09-0807
1.9757525e-05,CP95-1215
1.9640205e-05,CP06-2366
2.0056488e-05,CP12-1489
1.9822455e-05,CP13-1753
1.9986677e-05,CP01-2076
1.9862235e-05,CP15-2330
1.9803527e-05,CP15-4776
2.0720936e-05,CP04-2197
1.9774738e-05,CP12-2022
1.9657664e-05,CP01-1573
2.0092213e-05,CP13-1929
2.8145329e-05,CP98-1712
1.9691159e-05,CP17-4721
1.9804947e-05,CP17-4207
2.090888e-05,Ho05-9039
2.0142146e-05,CP91-1496
4.1650444e-05,Ho15-0975
2.0174577e-05,CP02-1947
2.21577e-05,CP19-2196
2.0011305e-05,CP91-1445
2.0027019e-05,LCP81-0025
2.0066604e-05,CP14-1507
1.9981342e-05,CPCL14-4033
2.02905e-05,CP19-1919
2.0637852e-05,CP99-1637
1.9747798e-05,CP98-1075
2.028117e-05,CP17-4566
1.9916642e-05,CP91-1276
1.972906e-05,HoCP15-0998
2.1278962e-05,CP13-1974
1.9687219e-05,CP02-2125
2.0003796e-05,CPCL02-0686
2.450009e-05,Ho13-9130
1.9958567e-05,CP16-2170
4.090297e-05,Ho17-9108
2.0044416e-05,CP03-1182
1.9771034e-05,CP15-1439
1.9628382e-05,CP16-2241
1.964112e-05,CP98-1047
1.9809724e-05,Ho09-0837
1.9752546e-05,CP94-1186
2.0072634e-05,LCP83-0189
1.9642612e-05,CP01-2257
2.7164919e-05,Ho05-9030
2.0243253e-05,CP11-1870
1.978931e-05,CP02-2050
1.9704972e-05,L98-0197
2.1720465e-05,Ho82-0024
2.0224812e-05,CP11-2334
2.2457307e-05,Ho10-0923
1.9692288e-05,CP03-1941
1.9740828e-05,CP14-1246
1.9676596e-05,CP19-1426
1.9731991e-05,CP12-1339
2.011731e-05,CP90-1368
1.9674955e-05,CP01-1993
2.1877664e-05,CP12-1415
1.9964597e-05,Ho03-0002
1.9676889e-05,CP92-1551
1.9820845e-05,CP17-1611
1.9817386e-05,CP98-1855
2.3424634e-05,Ho91-0005
2.0335881e-05,CP18-1976
3.6086913e-05,Ho17-9107
1.9707637e-05,CP95-1449
2.0520374e-05,CP03-1650
1.965774e-05,CP01-1180
1.9933515e-05,CP18-1184
1.986107e-05,CP92-1820
1.9992405e-05,CP99-1301
2.1468766e-05,CP13-2422
1.9699566e-05,CP94-2127
2.004552e-05,CP95-1949
2.8756049e-05,CP03-1696
2.0322503e-05,CP99-1632
2.5305486e-05,Ho17-9152
1.964112e-05,CP99-1192
1.9718025e-05,CP19-1199
1.967188e-05,CP13-1609
1.964229e-05,CP02-1927
2.1107347e-05,CP10-2462
2.0165618e-05,CP11-1725
2.1191194e-05,CPCL02-7403
1.9842095e-05,CP11-2474
2.138558e-05,Ho09-9147
1.99088e-05,CP97-1460
1.9799698e-05,CP14-2243
1.9808162e-05,CP14-2195
1.9664356e-05,CP09-1154
1.9956527e-05,CP12-1910
2.0162464e-05,CP99-1863
2.109761e-05,CP11-2293
1.9812838e-05,CP16-4259
1.9670266e-05,CP01-1216
1.972005e-05,CP00-1258
1.9821471e-05,CP16-1783
2.041469e-05,HoCP10-0929
3.7237896e-05,Ho14-9223
2.0306832e-05,CP78-0337
2.0039215e-05,CP06-2622
1.971336e-05,CPCL02-6226
1.9670266e-05,CP01-1238
2.1138087e-05,CP95-1696
1.9693442e-05,CP13-1085
2.0010428e-05,CP94-1955
2.0039108e-05,HoCP08-0726
1.9788265e-05,CP15-4665
1.985911e-05,CP15-4335
2.0348425e-05,Ho15-0962
2.2344688e-05,CP98-1220
2.062104e-05,CP91-0538
2.0715408e-05,CP96-1710
2.1538437e-05,CP92-1222
1.9636553e-05,CP16-4611
1.9911704e-05,CP12-1668
1.9625422e-05,CP15-2468
1.9734265e-05,CP17-4409
2.0098923e-05,CP13-1151
2.588409e-05,Ho94-0819
1.9670266e-05,CP01-1224
1.9679472e-05,CP03-1983
1.9890203e-05,CP12-1431
2.1220154e-05,L69-0098
2.0262976e-05,CP94-1917
1.9622572e-05,CP02-2148
1.9783689e-05,CP09-1581
1.9964717e-05,CP18-1378
1.979211e-05,CP03-2158
4.1132407e-05,CP81-0304
2.0510295e-05,CP00-1778
2.0159412e-05,CP10-1131
1.9737401e-05,CP02-1982
2.0715324e-05,L83-0177
1.9862064e-05,CP12-1260
1.9663366e-05,CP16-2259
1.9852518e-05,CP13-2341
1.964229e-05,CP02-1926
2.3193943e-05,CP04-1317
1.9707806e-05,CP13-1290
1.9741783e-05,CP11-2272
1.9754498e-05,L06-0021
2.0956315e-05,CP82-0501
2.0461386e-05,CP90-1566
2.2838987e-05,L00-0273
1.9803527e-05,CP19-4374
1.970831e-05,CP18-2175
1.9887828e-05,CP19-1571
2.0268182e-05,CP92-1180
2.1735588e-05,CP02-1738
2.0237087e-05,CP10-1875
1.9782861e-05,CP96-1434
1.9734714e-05,CP90-0922
2.0621024e-05,CP04-1791
1.9653613e-05,CP14-1317
2.144856e-05,L83-0186
1.993118e-05,CP14-2487
2.090888e-05,Ho05-9046
2.0454767e-05,HoCP99-0804
2.073522e-05,CP09-2093
1.9798426e-05,CP11-1611
2.0195565e-05,CP02-1504
1.9984614e-05,CP17-2071
2.0351374e-05,CP17-1061
1.9678004e-05,CP93-1335
1.968695e-05,CP02-1260
1.9866255e-05,CP13-2398
2.0262976e-05,CP94-1921
1.9622586e-05,CP15-2450
1.9627001e-05,CP16-2102
1.9686582e-05,CP09-2235
1.9622572e-05,CP01-1094
2.3759241e-05,US99-1012
1.9691159e-05,CP17-4713
1.9612695e-05,CP04-1524
1.9691159e-05,CP17-4852
1.969004e-05,CP09-1381
2.0512998e-05,Ho11-0563
2.0370322e-05,CP14-2461
2.1031688e-05,Ho11-9336
2.0849222e-05,CP94-1434
2.0623285e-05,CPCL02-0813
2.0365847e-05,CP02-2118
1.9744355e-05,CP09-1201
1.9794883e-05,CP18-4171
3.6273625e-05,L98-0160
2.0296195e-05,CP12-1423
1.9695484e-05,CP17-1301
1.9730409e-05,CP11-2262
2.0076559e-05,CP12-2066
1.9709496e-05,CP01-2127
1.9636553e-05,CP15-2531
1.983469e-05,HoCP00-0957
2.0033318e-05,CP15-1849
1.9984795e-05,HoCP92-0614
1.9731991e-05,CP12-1338
1.9612695e-05,CP04-1815
1.9705032e-05,CP17-1742
1.9857522e-05,CP03-2452
2.7940625e-05,CP11-1393
1.9695484e-05,CP17-1304
1.9678846e-05,CP16-1064
1.9673296e-05,CP15-2385
2.5219979e-05,Ho03-0143
1.994091e-05,CP16-1268
1.9691159e-05,CP19-1617
1.9622308e-05,CP04-1039
2.0898897e-05,CP18-1264
2.2213726e-05,HoCP22-747
2.0373262e-05,CP18-2445
1.9683304e-05,CP10-1823
1.9683011e-05,CP02-1973
1.975083e-05,CP00-2116
1.9909134e-05,CP19-2017
1.965701e-05,CP01-1338
1.9720446e-05,CP18-4302
2.5159767e-05,L01-0294
2.811135e-05,CP97-2064
2.0019566e-05,CP10-1759
1.9821337e-05,CP04-1375
1.9747798e-05,CP98-1066
2.0393667e-05,CP10-1260
2.0284308e-05,CP17-1471
1.9768499e-05,CP02-2204
2.0773336e-05,Ho14-0899
2.0201242e-05,CP99-1137
1.994143e-05,L17-0401
1.98798e-05,CP15-4605
1.9986677e-05,CP01-2078
1.9955552e-05,CP00-1574
1.9915447e-05,CP17-2401
2.021573e-05,CP99-1659
1.9817386e-05,CP98-1861
1.9640698e-05,CP14-1088
2.0297797e-05,CP07-2263
1.9696652e-05,CP00-1759
1.9765055e-05,CP95-1816
1.9701789e-05,CP01-1512
1.9771427e-05,CP19-1058
2.032346e-05,HoCP96-0570
3.9984734e-05,CP77-0402
2.0047584e-05,CP14-4481
1.9870766e-05,L84-0208
2.035765e-05,CP94-1107
1.9622148e-05,CP18-2079
1.9754498e-05,L97-0128
2.0371801e-05,CP04-1711
1.982001e-05,CP16-1579
2.0784633e-05,CP16-1028
2.0928486e-05,HoCP96-0510
2.0253976e-05,CP99-1474
2.0220241e-05,CP94-1715
2.0163629e-05,CP10-1078
1.9642659e-05,CP17-2106
1.9722405e-05,CP03-1714
1.9808052e-05,CP12-1013
2.2401415e-05,CP94-1841
2.0003667e-05,CP75-0308
2.3128874e-05,CP04-1684
2.0268182e-05,CP91-2270
1.9687495e-05,CP97-1479
1.9835517e-05,CP96-1263
2.0003667e-05,CP75-0300
2.2457361e-05,CP97-1941
1.9760088e-05,CP02-1288
2.0150454e-05,CP15-1119
2.0311705e-05,CP19-2315
1.9904042e-05,CP16-2404
2.0131247e-05,CP94-1618
2.1171507e-05,HoCP17-0730
2.0316744e-05,CP18-2014
2.0253976e-05,CP99-1480
1.9835517e-05,CP97-2504
1.9717827e-05,CP02-1493
1.9648638e-05,CP14-1423
2.0215846e-05,CP95-1466
1.9818342e-05,CP19-4190
2.0119589e-05,CP09-1592
1.9633382e-05,CP15-4853
2.0094489e-05,CP15-1366
2.0184512e-05,CP11-1688
2.0904785e-05,HoCP17-0714
1.9818823e-05,CP13-1387
2.1155796e-05,CP15-1886
1.9636855e-05,CP15-2275
1.999297e-05,CP94-1446
1.9885205e-05,CPCL06-3486
2.0355463e-05,CP11-1582
2.018079e-05,CP06-2671
1.963029e-05,CP15-2507
1.9721081e-05,CP00-1666
1.9862064e-05,CP12-1264
1.9675703e-05,CP09-2192
1.9840802e-05,CP15-4246
1.9669704e-05,CP02-1875
2.0051675e-05,CP98-1730
1.9671641e-05,CP16-4445
2.0080552e-05,CP91-1014
1.9622308e-05,CP02-2445
1.9976838e-05,CP94-1098
2.061483e-05,CP12-2281
1.9897181e-05,CP10-1655
2.1459333e-05,L98-0163
2.2123751e-05,CP85-0851
1.9840802e-05,CP19-4119
1.9746152e-05,CP16-1997
2.0097541e-05,CP86-0927
2.0473251e-05,CP07-1483
2.0200798e-05,CPCL06-3293
2.0114823e-05,CP14-1582
2.061628e-05,CP01-1183
5.2721858e-05,Ho08-9501
1.96502e-05,CP02-1693
2.022503e-05,CP19-2185
1.9952362e-05,CP18-1854
1.9749199e-05,CPCL05-1124
2.0294021e-05,CP96-1202
2.0018413e-05,CP78-0341
2.6347256e-05,HoCP94-0835
1.9854724e-05,CP06-2781
1.985911e-05,CP19-1108
2.3012211e-05,CP17-2478
2.0170492e-05,Ho05-9304
2.0163534e-05,CP13-1345
2.1150297e-05,HoCP11-0543
4.4579276e-05,CP05-1712
1.9792225e-05,CP10-2167
1.9657664e-05,CP01-1567
2.572657e-05,Ho07-9004
1.9711624e-05,CP18-4200
1.9979e-05,CP19-2283
2.0889845e-05,CP09-1568
1.9814588e-05,CP16-4351
1.9767736e-05,CP99-1771
2.3270299e-05,L84-0210
1.9665444e-05,CP18-2023
1.9912082e-05,CP16-1701
1.9663063e-05,CP14-1267
2.0057314e-05,CP13-2306
2.6455757e-05,Ho12-0628
2.1365657e-05,CP07-2207
2.1158354e-05,CP87-0626
2.004552e-05,CP95-1945
2.0090889e-05,CP13-1766
1.9764055e-05,CP19-1359
2.0097465e-05,CP11-1928
1.9882147e-05,CP04-1956
2.1199823e-05,CP93-1118
1.9773117e-05,CP93-1416
1.9678846e-05,CP15-4309
2.0067875e-05,CP16-1804
2.2516735e-05,HoCP05-0900
1.9623514e-05,CP16-1146
1.9750134e-05,CP17-1979
2.0135149e-05,CP13-1339
1.970835e-05,CP09-1300
1.9751817e-05,CP95-1671
1.9788402e-05,CP15-1580
1.9953924e-05,CP96-1143
1.9673296e-05,CP17-2451
2.0927833e-05,CP01-1105
1.9727635e-05,CP18-4216
2.0898828e-05,CPCL02-7500
1.987606e-05,CP19-1441
1.9758487e-05,CP17-2340
2.2619854e-05,CP93-1719
2.4471707e-05,CP15-4190
2.1299265e-05,CP07-1743
1.9691981e-05,CP18-1814
2.041074e-05,CPCL06-3265
1.9653506e-05,CP14-4374
1.968705e-05,CP15-4744
1.9814319e-05,CP03-1822
2.0317017e-05,CP10-1901
1.964112e-05,CP99-1178
2.0270425e-05,CP02-2315
2.462043e-05,CP86-0947
1.981942e-05,CP14-1626
1.9829615e-05,CP10-1852
2.0716212e-05,CP19-2231
1.970326e-05,CP17-1825
2.024923e-05,CP10-2023
1.9720695e-05,CP15-1988
1.9928606e-05,CP15-2167
2.0132637e-05,CP95-1883
2.0218156e-05,CP91-1532
1.9664483e-05,CP15-1310
2.0571604e-05,CP15-1041
1.9815267e-05,CP06-2749
2.0017951e-05,CP12-1985
1.9725177e-05,CP00-1771
2.0027917e-05,CP16-1969
2.2372225e-05,CPCL02-0063
2.0597578e-05,L15-0332
1.9688814e-05,CP00-1330
1.9636553e-05,CP18-4225
2.0068244e-05,CP10-1582
1.9697094e-05,CP12-1743
2.0079631e-05,CP10-2233
1.9687495e-05,CP97-1475
2.0025138e-05,CP93-1354
1.9840802e-05,CP15-4226
2.0305408e-05,CP92-1386
2.113282e-05,CP16-2461
1.9731991e-05,CP11-2358
1.965045e-05,CP99-1609
1.9628254e-05,CP11-1804
2.2398688e-05,CP05-1434
1.9703943e-05,CP02-2128
1.9794883e-05,CP17-4196
1.970326e-05,CP18-1328
1.9887828e-05,CP17-1964
2.3787003e-05,CP95-2146
1.9903364e-05,CP94-1375
2.0910338e-05,CP00-2004
1.9685847e-05,CP98-1105
2.0013598e-05,CP06-2398
2.6669282e-05,Ho16-9003
2.053557e-05,CP09-2304
1.9817386e-05,CP98-1542
3.5924713e-05,Ho99-0032
2.0318888e-05,CP94-1085
1.9736677e-05,CP95-1005
2.0494872e-05,CP96-1945
1.9708523e-05,CP18-4018
1.9693118e-05,CP09-1801
2.0753534e-05,CP72-0337
2.1050206e-05,CP15-1446
1.977287e-05,CP97-1889
1.9868532e-05,CP10-1361
2.1225078e-05,CP12-2101
2.0268182e-05,CP92-1170
1.981023e-05,CP09-2340
1.9728172e-05,CP98-1382
1.9842095e-05,CP06-2937
1.9750678e-05,CP79-0315
1.9908994e-05,CP92-1472
2.0422915e-05,CP97-2089
1.987606e-05,CP19-1439
2.124161e-05,L64-0028
1.997268e-05,CP02-1633
1.9718615e-05,CP00-1326
2.0455935e-05,CP94-1279
3.3856562e-05,Ho77-0005
2.2054295e-05,CP12-2447
2.0635507e-05,CP10-2040
2.0481033e-05,CP10-2325
1.9827772e-05,CP10-1940
1.9895047e-05,CP09-1906
1.9676596e-05,CP19-1416
2.0099671e-05,CP19-4388
1.9958434e-05,CP97-2161
2.3790966e-05,CPCL02-7502
1.9962636e-05,CP11-1546
2.0069885e-05,CP05-1394
1.9628254e-05,CP09-1507
2.2666896e-05,CP00-1921
1.9699566e-05,CP99-1753
1.9878278e-05,CP15-1822
1.9833764e-05,CP15-4446
2.1504733e-05,HoCP98-0727
2.8953385e-05,HoCP22-749
1.9691159e-05,CP17-4838
2.2235197e-05,CP14-2412
3.390753e-05,Ho15-9354
1.9736566e-05,CP97-1333
1.988226e-05,CP00-1078
1.9681094e-05,CP16-4675
2.082625e-05,CP95-1933
1.9666384e-05,CP02-1341
2.0132205e-05,CP16-1582
2.1434653e-05,CP02-2478
1.9727355e-05,CP94-2065
1.9622308e-05,CP04-1012
2.06921e-05,CP16-2470
2.022869e-05,CP93-1525
2.1051119e-05,CP02-1813
1.9912082e-05,CP16-1711
1.9653506e-05,CP15-1643
2.0603668e-05,CP93-1681
1.968705e-05,CP15-4742
1.9835472e-05,CP99-1899
2.5534746e-05,Ho06-9002
1.9737983e-05,CP94-2145
1.9764708e-05,CP03-1640
1.9653182e-05,CP15-1178
1.9877485e-05,CP13-1896
2.1220154e-05,L68-0020
2.0047824e-05,CP12-1594
2.0178091e-05,CP11-2523
2.0254725e-05,CP95-1258
2.587142e-05,CP90-1533
2.0651727e-05,CP91-0545
2.0306516e-05,CP94-1884
1.9832609e-05,HoCP98-0718
2.0013198e-05,CP14-1834
1.9830697e-05,CP17-1317
1.965104e-05,CP11-1381
1.9668381e-05,CP15-1195
2.7945609e-05,CP00-1214
2.0363279e-05,L96-0043
2.0825126e-05,CP12-2115
1.9792225e-05,CP12-1551
1.9683011e-05,CP00-1019
1.964112e-05,CP99-1255
2.0101215e-05,CPCL02-6269
2.044676e-05,CP03-2076
1.9964447e-05,CP12-1293
3.7051697e-05,CP56-0069
1.975889e-05,CP18-4559
1.9670168e-05,CP94-1518
1.9920424e-05,CP92-1685
1.9912259e-05,CP10-1663
1.9729927e-05,CP01-2320
2.0571939e-05,CP06-2972
1.9782914e-05,CP17-1831
1.9657664e-05,CP01-1596
2.0163534e-05,CP13-1352
1.986107e-05,CP92-1821
1.9830697e-05,CP17-1322
1.985911e-05,CP19-1094
2.2619854e-05,CP93-1718
2.0039688e-05,CP17-1626
2.1001915e-05,CP06-2362
2.2988943e-05,L71-0029
1.974353e-05,CP90-1547
2.024923e-05,CP10-2026
2.7923248e-05,CP94-1743
1.978253e-05,CP95-1555
2.03844e-05,CP07-2175
1.9820875e-05,CP16-4816
1.969446e-05,CP03-1778
2.0184512e-05,CP98-1970
2.0159097e-05,CP07-1968
2.7204762e-05,CP94-2141
1.9849618e-05,CP15-1083
2.0039346e-05,CP00-2090
1.9750678e-05,CP76-0331
1.9644815e-05,CP15-1429
1.9743396e-05,CP96-1325
1.9741783e-05,CP13-1039
2.058395e-05,CP01-2185
2.0318888e-05,CP94-1090
4.1454743e-05,Ho94-0863
2.5366742e-05,HoCP98-0719
1.9986266e-05,CP13-1634
1.9700461e-05,CP09-1717
1.9978177e-05,CP14-1850
3.6279023e-05,CP90-1512
1.9946341e-05,CP09-1402
1.9647681e-05,CP06-2919
1.998377e-05,CP17-2297
2.017144e-05,CP19-1927
1.9761987e-05,CP95-1519
2.0080552e-05,CP91-1024
2.0504272e-05,CP15-2044
1.9650639e-05,CP02-1775
1.9946276e-05,L96-0045
1.9657624e-05,CP98-1445
1.9913377e-05,CP02-1505
2.0018582e-05,CP19-2209
1.9979e-05,CP13-1620
2.035802e-05,CP19-2412
2.010994e-05,CP01-2579
2.0571939e-05,CP06-2975
2.0676758e-05,HoCP19-0905
2.0723013e-05,CP07-1471
1.9873098e-05,CP95-1987
2.047342e-05,CP06-2707
1.9840802e-05,CP19-4103
1.9675232e-05,CP16-2270
1.9730252e-05,CP17-1394
1.9942909e-05,CP11-2456
2.298633e-05,Ho10-0932
1.9687142e-05,CP18-1521
1.977445e-05,CP10-1388
1.991031e-05,CP03-1473
1.97259e-05,CP00-1485
1.965701e-05,CP01-1356
2.0817077e-05,CP95-1964
1.9612695e-05,CP00-1796
2.0050073e-05,TCP00-4523
1.9912812e-05,CP89-0811
1.9679639e-05,CP03-1690
2.259614e-05,HoCP00-0903
1.9797402e-05,CP14-2085
2.021573e-05,CP99-1740
1.9671641e-05,CP15-4707
1.991679e-05,CP96-1286
2.0262087e-05,CP17-1188
2.0103993e-05,CP12-2047
2.5219979e-05,Ho03-0090
1.9890598e-05,CP03-2359
2.1003949e-05,CP13-1975
1.9847865e-05,Ho14-0835
1.9997093e-05,CPCL05-1784
2.004466e-05,CP02-1602
2.0671745e-05,CP15-1327
1.9680003e-05,CP16-4535
2.2269678e-05,Ho15-9322
2.044676e-05,CP03-2077
1.9778228e-05,CP12-1920
2.0284308e-05,CP17-1472
1.965045e-05,CP03-1813
2.0051932e-05,CP93-1275
1.9725956e-05,CP19-1545
2.1702357e-05,Ho76-0222
2.0742116e-05,CP18-2180
2.007462e-05,CP96-1550
1.9842095e-05,CP06-2953
2.0695223e-05,CP12-1624
2.0263558e-05,CP06-2680
5.1202005e-05,Ho16-9056
4.4978882e-05,HoCP22-719
3.713822e-05,HoCP08-0700
1.9736566e-05,CP97-1326
1.9909592e-05,CP16-1373
2.0335583e-05,CP17-1575
3.842922e-05,HoCP22-735
1.979791e-05,CP11-1702
